link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJDB7819_Lutjanus-fulvus	DRR163982	sample0	dummy	BioSample: SAMD00155215; SRA: DRS091656		PAIRED	1312907	1043832
PRJDB7819_Lutjanus-fulvus	DRR163983	sample1	dummy	BioSample: SAMD00155216; SRA: DRS091657		PAIRED	1307063	1051707
PRJDB7819_Lutjanus-fulvus	DRR163984	sample2	dummy	BioSample: SAMD00155217; SRA: DRS091658		PAIRED	1323088	1080165
PRJDB7819_Lutjanus-fulvus	DRR163985	sample3	dummy	BioSample: SAMD00155218; SRA: DRS091659		PAIRED	1421461	1125542
PRJDB7819_Lutjanus-fulvus	DRR163986	sample4	dummy	BioSample: SAMD00155219; SRA: DRS091660		PAIRED	1407406	1121461
PRJDB7819_Lutjanus-fulvus	DRR163987	sample5	dummy	BioSample: SAMD00155220; SRA: DRS091661		PAIRED	1325675	1047084
PRJDB7819_Lutjanus-fulvus	DRR163988	sample6	dummy	BioSample: SAMD00155221; SRA: DRS091662		PAIRED	1336777	1024637
PRJDB7819_Lutjanus-fulvus	DRR163989	sample7	dummy	BioSample: SAMD00155222; SRA: DRS091663		PAIRED	1258118	1022485
PRJDB7819_Lutjanus-fulvus	DRR163990	sample8	dummy	BioSample: SAMD00155223; SRA: DRS091664		PAIRED	1577352	1225574
PRJDB7819_Lutjanus-fulvus	DRR163991	sample9	dummy	BioSample: SAMD00155224; SRA: DRS091665		PAIRED	1572535	1189162
PRJDB7819_Lutjanus-fulvus	DRR163992	sample10	dummy	BioSample: SAMD00155225; SRA: DRS091666		PAIRED	1426474	1149340
PRJDB7819_Lutjanus-fulvus	DRR163993	sample11	dummy	BioSample: SAMD00155226; SRA: DRS091667		PAIRED	1392250	983669
PRJDB7819_Lutjanus-fulvus	DRR163994	sample12	dummy	BioSample: SAMD00155227; SRA: DRS091668		PAIRED	1377560	1096585
PRJDB7819_Lutjanus-fulvus	DRR163995	sample13	dummy	BioSample: SAMD00155228; SRA: DRS091669		PAIRED	1442298	1058572
PRJDB7819_Lutjanus-fulvus	DRR163996	sample14	dummy	BioSample: SAMD00155229; SRA: DRS091670		PAIRED	1439470	1117871
PRJDB7819_Lutjanus-fulvus	DRR163997	sample15	dummy	BioSample: SAMD00155230; SRA: DRS091671		PAIRED	1329252	1075811
PRJDB7819_Lutjanus-fulvus	DRR163998	sample16	dummy	BioSample: SAMD00155231; SRA: DRS091672		PAIRED	1368159	1038034
PRJDB7819_Lutjanus-fulvus	DRR163999	sample17	dummy	BioSample: SAMD00155232; SRA: DRS091673		PAIRED	1273572	1006959
PRJDB7819_Lutjanus-fulvus	DRR164000	sample18	dummy	BioSample: SAMD00155233; SRA: DRS091674		PAIRED	1274490	1029548
PRJDB7819_Lutjanus-fulvus	DRR164001	sample19	dummy	BioSample: SAMD00155234; SRA: DRS091675		PAIRED	1258848	935782
PRJDB7819_Lutjanus-fulvus	DRR164002	sample20	dummy	BioSample: SAMD00155235; SRA: DRS091676		PAIRED	1556419	1274629
PRJDB7819_Lutjanus-fulvus	DRR164003	sample21	dummy	BioSample: SAMD00155236; SRA: DRS091677		PAIRED	1602778	1261245
PRJDB7819_Lutjanus-fulvus	DRR164004	sample22	dummy	BioSample: SAMD00155237; SRA: DRS091678		PAIRED	1574901	1238350
PRJDB7819_Lutjanus-fulvus	DRR164005	sample23	dummy	BioSample: SAMD00155238; SRA: DRS091679		PAIRED	1668347	1296234
PRJDB7819_Lutjanus-fulvus	DRR164006	sample24	dummy	BioSample: SAMD00155239; SRA: DRS091680		PAIRED	1570156	1244799
PRJDB7819_Lutjanus-fulvus	DRR164007	sample25	dummy	BioSample: SAMD00155240; SRA: DRS091681		PAIRED	1812014	1398632
PRJDB7819_Lutjanus-fulvus	DRR164008	sample26	dummy	BioSample: SAMD00155241; SRA: DRS091682		PAIRED	1869514	1406732
PRJDB7819_Lutjanus-fulvus	DRR164009	sample27	dummy	BioSample: SAMD00155242; SRA: DRS091683		PAIRED	1595729	1235607
PRJDB7819_Lutjanus-fulvus	DRR164010	sample28	dummy	BioSample: SAMD00155243; SRA: DRS091684		PAIRED	1597773	1305986
PRJDB7819_Lutjanus-fulvus	DRR164011	sample29	dummy	BioSample: SAMD00155244; SRA: DRS091685		PAIRED	1971723	1548952
PRJDB7819_Lutjanus-fulvus	DRR164012	sample30	dummy	BioSample: SAMD00155245; SRA: DRS091686		PAIRED	1882964	1480676
PRJDB7819_Lutjanus-fulvus	DRR164013	sample31	dummy	BioSample: SAMD00155246; SRA: DRS091687		PAIRED	1645422	1292012
PRJDB7819_Lutjanus-fulvus	DRR164014	sample32	dummy	BioSample: SAMD00155247; SRA: DRS091688		PAIRED	1544085	1217279
PRJDB7819_Lutjanus-fulvus	DRR164015	sample33	dummy	BioSample: SAMD00155248; SRA: DRS091689		PAIRED	1618786	1297040
PRJDB7819_Lutjanus-fulvus	DRR164016	sample34	dummy	BioSample: SAMD00155249; SRA: DRS091690		PAIRED	1640667	1274422
PRJDB7819_Lutjanus-fulvus	DRR164017	sample35	dummy	BioSample: SAMD00155250; SRA: DRS091691		PAIRED	1674884	1314186
PRJDB7819_Lutjanus-fulvus	DRR164018	sample36	dummy	BioSample: SAMD00155251; SRA: DRS091692		PAIRED	1601694	1174910
PRJDB7819_Lutjanus-fulvus	DRR164019	sample37	dummy	BioSample: SAMD00155252; SRA: DRS091693		PAIRED	1740889	1245644
PRJDB7819_Lutjanus-fulvus	DRR164020	sample38	dummy	BioSample: SAMD00155253; SRA: DRS091694		PAIRED	1785172	1348237
PRJDB7819_Lutjanus-fulvus	DRR164021	sample39	dummy	BioSample: SAMD00155254; SRA: DRS091695		PAIRED	1546129	1199070
PRJDB7819_Lutjanus-fulvus	DRR164022	sample40	dummy	BioSample: SAMD00155255; SRA: DRS091696		PAIRED	1461402	1215993
PRJDB7819_Lutjanus-fulvus	DRR164023	sample41	dummy	BioSample: SAMD00155256; SRA: DRS091697		PAIRED	1532016	1294595
PRJDB7819_Lutjanus-fulvus	DRR164024	sample42	dummy	BioSample: SAMD00155257; SRA: DRS091698		PAIRED	1413626	1169795
PRJDB7819_Lutjanus-fulvus	DRR164025	sample43	dummy	BioSample: SAMD00155258; SRA: DRS091699		PAIRED	1353082	1093256
PRJDB7819_Lutjanus-fulvus	DRR164026	sample44	dummy	BioSample: SAMD00155259; SRA: DRS091700		PAIRED	1563819	1221359
PRJDB7819_Lutjanus-fulvus	DRR164027	sample45	dummy	BioSample: SAMD00155260; SRA: DRS091701		PAIRED	1557058	1244668
PRJDB7819_Lutjanus-fulvus	DRR164028	sample46	dummy	BioSample: SAMD00155261; SRA: DRS091702		PAIRED	1463582	1028241
PRJDB7819_Lutjanus-fulvus	DRR164029	sample47	dummy	BioSample: SAMD00155262; SRA: DRS091703		PAIRED	1393645	1133740
PRJDB7819_Lutjanus-fulvus	DRR164030	sample48	dummy	BioSample: SAMD00155263; SRA: DRS091704		PAIRED	1463904	1202492
PRJDB7819_Lutjanus-fulvus	DRR164031	sample49	dummy	BioSample: SAMD00155264; SRA: DRS091705		PAIRED	1436571	1179357
PRJDB7819_Lutjanus-fulvus	DRR164032	sample50	dummy	BioSample: SAMD00155265; SRA: DRS091706		PAIRED	1487185	1221909
PRJDB7819_Lutjanus-fulvus	DRR164033	sample51	dummy	BioSample: SAMD00155266; SRA: DRS091707		PAIRED	1660944	1244464
PRJDB7819_Lutjanus-fulvus	DRR164034	sample52	dummy	BioSample: SAMD00155267; SRA: DRS091708		PAIRED	1609637	1290381
PRJDB7819_Lutjanus-fulvus	DRR164035	sample53	dummy	BioSample: SAMD00155268; SRA: DRS091709		PAIRED	1552348	1286709
PRJDB7819_Lutjanus-fulvus	DRR164036	sample54	dummy	BioSample: SAMD00155269; SRA: DRS091710		PAIRED	1609569	1336848
PRJDB7819_Lutjanus-fulvus	DRR164037	sample55	dummy	BioSample: SAMD00155270; SRA: DRS091711		PAIRED	1329219	1082856
