link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA559876_Pomacanthus-maculosus	SRR9953009	sample0	dummy	BioSample: SAMN12561952; Sample name: Abu_Dhabi_03; SRA: SRS5256474	breed: wildtype; ecotype: Persian Gulf	SINGLE	3359412	3356051
PRJNA559876_Pomacanthus-maculosus	SRR9953010	sample1	dummy	BioSample: SAMN12561950; Sample name: Abu_Dhabi_01; SRA: SRS5256472	breed: wildtype; ecotype: Persian Gulf	SINGLE	3376436	3372854
PRJNA559876_Pomacanthus-maculosus	SRR9953011	sample2	dummy	BioSample: SAMN12561948; Sample name: Qatar_33; SRA: SRS5256470	breed: wildtype; ecotype: Persian Gulf	SINGLE	6980318	6971973
PRJNA559876_Pomacanthus-maculosus	SRR9953012	sample3	dummy	BioSample: SAMN12561946; Sample name: Qatar_31; SRA: SRS5256468	breed: wildtype; ecotype: Persian Gulf	SINGLE	7659693	7650348
PRJNA559876_Pomacanthus-maculosus	SRR9953013	sample4	dummy	BioSample: SAMN12561954; Sample name: Abu_Dhabi_05; SRA: SRS5256466	breed: wildtype; ecotype: Persian Gulf	SINGLE	3110859	3107275
PRJNA559876_Pomacanthus-maculosus	SRR9953014	sample5	dummy	BioSample: SAMN12561955; Sample name: Abu_Dhabi_06; SRA: SRS5256465	breed: wildtype; ecotype: Persian Gulf	SINGLE	2423613	2420958
PRJNA559876_Pomacanthus-maculosus	SRR9953015	sample6	dummy	BioSample: SAMN12561947; Sample name: Qatar_32; SRA: SRS5256467	breed: wildtype; ecotype: Persian Gulf	SINGLE	7902016	7891644
PRJNA559876_Pomacanthus-maculosus	SRR9953016	sample7	dummy	BioSample: SAMN12561949; Sample name: Qatar_34; SRA: SRS5256469	breed: wildtype; ecotype: Persian Gulf	SINGLE	6250586	6242306
PRJNA559876_Pomacanthus-maculosus	SRR9953017	sample8	dummy	BioSample: SAMN12561951; Sample name: Abu_Dhabi_02; SRA: SRS5256471	breed: wildtype; ecotype: Persian Gulf	SINGLE	1986763	1984743
PRJNA559876_Pomacanthus-maculosus	SRR9953018	sample9	dummy	BioSample: SAMN12561953; Sample name: Abu_Dhabi_04; SRA: SRS5256473	breed: wildtype; ecotype: Persian Gulf	SINGLE	2820734	2818005
PRJNA559876_Pomacanthus-maculosus	SRR9953019	sample10	dummy	BioSample: SAMN12562026; Sample name: Saudi_Arabia_20; SRA: SRS5256464	breed: wildtype; ecotype: Red Sea	SINGLE	4308306	4303347
PRJNA559876_Pomacanthus-maculosus	SRR9953020	sample11	dummy	BioSample: SAMN12562027; Sample name: Saudi_Arabia_21; SRA: SRS5256463	breed: wildtype; ecotype: Red Sea	SINGLE	3763205	3759188
PRJNA559876_Pomacanthus-maculosus	SRR9953021	sample12	dummy	BioSample: SAMN12562029; Sample name: Saudi_Arabia_23; SRA: SRS5256461	breed: wildtype; ecotype: Red Sea	SINGLE	4037540	4033553
