link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA280774_Poecilia-latipinna	SRR1964818	sample0	dummy	BioSample: SAMN03456839; Sample name: BPC1; SRA: SRS901433	isolate: 1; ecotype: intertidial Saltflat	SINGLE	250085	216265
PRJNA280774_Poecilia-latipinna	SRR1964823	sample1	dummy	BioSample: SAMN03456840; Sample name: BPC10; SRA: SRS901619	isolate: 2; ecotype: intertidial Saltflat	SINGLE	257228	221575
PRJNA280774_Poecilia-latipinna	SRR1964839	sample2	dummy	BioSample: SAMN03456841; Sample name: BPC11; SRA: SRS901635	isolate: 3; ecotype: intertidial Saltflat	SINGLE	1661294	1471531
PRJNA280774_Poecilia-latipinna	SRR1964840	sample3	dummy	BioSample: SAMN03456842; Sample name: BPC12; SRA: SRS901637	isolate: 4; ecotype: intertidial Saltflat	SINGLE	922362	872573
PRJNA280774_Poecilia-latipinna	SRR1974146	sample4	dummy	BioSample: SAMN03456843; Sample name: BPC13; SRA: SRS909814	isolate: 5; ecotype: intertidial Saltflat	SINGLE	1166387	948570
PRJNA280774_Poecilia-latipinna	SRR1974147	sample5	dummy	BioSample: SAMN03456844; Sample name: BPC14; SRA: SRS909816	isolate: 6; ecotype: intertidial Saltflat	SINGLE	319872	272648
PRJNA280774_Poecilia-latipinna	SRR1974187	sample6	dummy	BioSample: SAMN03456845; Sample name: BPC15; SRA: SRS909844	isolate: 7; ecotype: intertidial Saltflat	SINGLE	887228	757315
PRJNA280774_Poecilia-latipinna	SRR1974188	sample7	dummy	BioSample: SAMN03456846; Sample name: BPC16; SRA: SRS909845	isolate: 8; ecotype: intertidial Saltflat	SINGLE	690674	636318
PRJNA280774_Poecilia-latipinna	SRR1974189	sample8	dummy	BioSample: SAMN03456847; Sample name: BPC17; SRA: SRS909847	isolate: 9; ecotype: intertidial Saltflat	SINGLE	1800572	1631608
PRJNA280774_Poecilia-latipinna	SRR1974191	sample9	dummy	BioSample: SAMN03456848; Sample name: BPC18; SRA: SRS909848	isolate: 10; ecotype: intertidial Saltflat	SINGLE	2184250	1936749
PRJNA280774_Poecilia-latipinna	SRR1974192	sample10	dummy	BioSample: SAMN03456849; Sample name: BPC19; SRA: SRS909849	isolate: 11; ecotype: intertidial Saltflat	SINGLE	421350	355193
