link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA564770_Mytilus-galloprovincialis	SRR10093544	sample0	dummy	BioSample: SAMN12722588; Sample name: MG_sinopTUR49; SRA: SRS5368891	isolate: Sample n* sinopTUR49; breed: Mediterranean mussel	SINGLE	2779210	2700063
PRJNA564770_Mytilus-galloprovincialis	SRR10093545	sample1	dummy	BioSample: SAMN12722587; Sample name: MG_sinopTUR48; SRA: SRS5368890	isolate: Sample n* sinopTUR48; breed: Mediterranean mussel	SINGLE	1702439	1658549
PRJNA564770_Mytilus-galloprovincialis	SRR10093546	sample2	dummy	BioSample: SAMN12722397; Sample name: MG_PC20; SRA: SRS5369015	isolate: Sample n* PC20; breed: Mediterranean mussel	SINGLE	885005	877206
PRJNA564770_Mytilus-galloprovincialis	SRR10093547	sample3	dummy	BioSample: SAMN12722338; Sample name: MG_TG9; SRA: SRS5368888	isolate: Sample n* TG9; breed: Mediterranean mussel	SINGLE	1804874	1762705
PRJNA564770_Mytilus-galloprovincialis	SRR10093548	sample4	dummy	BioSample: SAMN12722337; Sample name: MG_TG8; SRA: SRS5368887	isolate: Sample n* TG8; breed: Mediterranean mussel	SINGLE	1667952	1625047
PRJNA564770_Mytilus-galloprovincialis	SRR10093549	sample5	dummy	BioSample: SAMN12722336; Sample name: MG_TG6; SRA: SRS5368886	isolate: Sample n* TG6; breed: Mediterranean mussel	SINGLE	1751519	1687414
PRJNA564770_Mytilus-galloprovincialis	SRR10093550	sample6	dummy	BioSample: SAMN12722335; Sample name: MG_TG4; SRA: SRS5368885	isolate: Sample n* TG4; breed: Mediterranean mussel	SINGLE	1734311	1676188
PRJNA564770_Mytilus-galloprovincialis	SRR10093551	sample7	dummy	BioSample: SAMN12722334; Sample name: MG_TG1; SRA: SRS5368884	isolate: Sample n* TG1; breed: Mediterranean mussel	SINGLE	1729517	1677408
PRJNA564770_Mytilus-galloprovincialis	SRR10093552	sample8	dummy	BioSample: SAMN12722333; Sample name: MG_TR45; SRA: SRS5368883	isolate: Sample n* TR45; breed: Mediterranean mussel	SINGLE	4024218	3901121
PRJNA564770_Mytilus-galloprovincialis	SRR10093553	sample9	dummy	BioSample: SAMN12722332; Sample name: MG_TR43; SRA: SRS5368882	isolate: Sample n* TR43; breed: Mediterranean mussel	SINGLE	3086049	3000962
PRJNA564770_Mytilus-galloprovincialis	SRR10093554	sample10	dummy	BioSample: SAMN12722331; Sample name: MG_TR42; SRA: SRS5368881	isolate: Sample n* TR42; breed: Mediterranean mussel	SINGLE	3324442	3239783
PRJNA564770_Mytilus-galloprovincialis	SRR10093555	sample11	dummy	BioSample: SAMN12722330; Sample name: MG_TR39; SRA: SRS5368880	isolate: Sample n* TR39; breed: Mediterranean mussel	SINGLE	2894867	2816825
PRJNA564770_Mytilus-galloprovincialis	SRR10093556	sample12	dummy	BioSample: SAMN12722329; Sample name: MG_TR38; SRA: SRS5368879	isolate: Sample n* TR38; breed: Mediterranean mussel	SINGLE	3036182	2951475
PRJNA564770_Mytilus-galloprovincialis	SRR10093557	sample13	dummy	BioSample: SAMN12722221; Sample name: MG_GR23; SRA: SRS5368878	isolate: Sample n* GR23; breed: Mediterranean mussel	SINGLE	2078763	2065941
PRJNA564770_Mytilus-galloprovincialis	SRR10093558	sample14	dummy	BioSample: SAMN12722328; Sample name: MG_TR37; SRA: SRS5368877	isolate: Sample n* TR37; breed: Mediterranean mussel	SINGLE	3686815	3598619
PRJNA564770_Mytilus-galloprovincialis	SRR10093559	sample15	dummy	BioSample: SAMN12722327; Sample name: MG_TR36; SRA: SRS5368876	isolate: Sample n* TR36; breed: Mediterranean mussel	SINGLE	2855996	2778240
PRJNA564770_Mytilus-galloprovincialis	SRR10093560	sample16	dummy	BioSample: SAMN12722326; Sample name: MG_TR35; SRA: SRS5368875	isolate: Sample n* TR35; breed: Mediterranean mussel	SINGLE	2522845	2448318
PRJNA564770_Mytilus-galloprovincialis	SRR10093561	sample17	dummy	BioSample: SAMN12722325; Sample name: MG_TR33; SRA: SRS5368874	isolate: Sample n* TR33; breed: Mediterranean mussel	SINGLE	982779	969266
PRJNA564770_Mytilus-galloprovincialis	SRR10093562	sample18	dummy	BioSample: SAMN12722324; Sample name: MG_TR29; SRA: SRS5368873	isolate: Sample n* TR29; breed: Mediterranean mussel	SINGLE	1190327	1173947
