link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA432036_Thunnus-thynnus	SRR7428550	sample0	dummy	BioSample: SAMN08408406; Sample name: WM-TY12-0-42; SRA: SRS3462433	isolate: AZTI-TY-0-42	PAIRED	4623019	2875112
PRJNA432036_Thunnus-thynnus	SRR7428551	sample1	dummy	BioSample: SAMN08408581; Sample name: EM-LS11-0-24; SRA: SRS3462432	isolate: CYPR-LS-0-24	PAIRED	573251	221497
PRJNA432036_Thunnus-thynnus	SRR7428552	sample2	dummy	BioSample: SAMN08408404; Sample name: WM-TY12-0-40; SRA: SRS3462435	isolate: AZTI-TY-0-40	PAIRED	2238188	1827119
PRJNA432036_Thunnus-thynnus	SRR7428553	sample3	dummy	BioSample: SAMN08408582; Sample name: EM-LS11-0-25; SRA: SRS3462431	isolate: CYPR-LS-0-25	PAIRED	374586	155165
PRJNA432036_Thunnus-thynnus	SRR7428554	sample4	dummy	BioSample: SAMN08408577; Sample name: EM-LS11-0-20; SRA: SRS3462430	isolate: CYPR-LS-0-20	PAIRED	550812	234680
PRJNA432036_Thunnus-thynnus	SRR7428555	sample5	dummy	BioSample: SAMN08408578; Sample name: EM-LS11-0-21; SRA: SRS3462429	isolate: CYPR-LS-0-21	PAIRED	789821	362187
PRJNA432036_Thunnus-thynnus	SRR7428556	sample6	dummy	BioSample: SAMN08408579; Sample name: EM-LS11-0-22; SRA: SRS3462428	isolate: CYPR-LS-0-22	PAIRED	2317850	1071465
PRJNA432036_Thunnus-thynnus	SRR7428559	sample7	dummy	BioSample: SAMN08408575; Sample name: EM-LS11-0-18; SRA: SRS3462423	isolate: CYPR-LS-0-18	PAIRED	1377315	647981
PRJNA432036_Thunnus-thynnus	SRR7428560	sample8	dummy	BioSample: SAMN08408580; Sample name: EM-LS11-0-23; SRA: SRS3462427	isolate: CYPR-LS-0-23	PAIRED	753317	272151
PRJNA432036_Thunnus-thynnus	SRR7428561	sample9	dummy	BioSample: SAMN08408576; Sample name: EM-LS11-0-19; SRA: SRS3462422	isolate: CYPR-LS-0-19	PAIRED	305389	136524
PRJNA432036_Thunnus-thynnus	SRR7428563	sample10	dummy	BioSample: SAMN08408461; Sample name: WM-TY12b-0-86; SRA: SRS3462420	isolate: UNIB-TY-0-86	PAIRED	1433312	680592
PRJNA432036_Thunnus-thynnus	SRR7428564	sample11	dummy	BioSample: SAMN08408454; Sample name: WM-TY12b-0-79; SRA: SRS3462418	isolate: UNIB-TY-0-79	PAIRED	911564	433227
PRJNA432036_Thunnus-thynnus	SRR7428565	sample12	dummy	BioSample: SAMN08408456; Sample name: WM-TY12b-0-81; SRA: SRS3462416	isolate: UNIB-TY-0-81	PAIRED	306753	125771
PRJNA432036_Thunnus-thynnus	SRR7428566	sample13	dummy	BioSample: SAMN08408455; Sample name: WM-TY12b-0-80; SRA: SRS3462417	isolate: UNIB-TY-0-80	PAIRED	1478210	663086
PRJNA432036_Thunnus-thynnus	SRR7428567	sample14	dummy	BioSample: SAMN08408458; Sample name: WM-TY12b-0-83; SRA: SRS3462415	isolate: UNIB-TY-0-83	PAIRED	3430469	1615890
PRJNA432036_Thunnus-thynnus	SRR7428569	sample15	dummy	BioSample: SAMN08408457; Sample name: WM-TY12b-0-82; SRA: SRS3462414	isolate: UNIB-TY-0-82	PAIRED	806594	391767
PRJNA432036_Thunnus-thynnus	SRR7428570	sample16	dummy	BioSample: SAMN08408460; Sample name: WM-TY12b-0-85; SRA: SRS3462413	isolate: UNIB-TY-0-85	PAIRED	800376	371906
