link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA295681_Anguilla-rostrata	SRR2887288	sample0	dummy	BioSample: SAMN04087352; Sample name: A.r-RSJ-11; SRA: SRS1143590	breed: RSJ-11	SINGLE	814866	809845
PRJNA295681_Anguilla-rostrata	SRR2887289	sample1	dummy	BioSample: SAMN04087353; Sample name: A.r-RSJ-12; SRA: SRS1143587	breed: RSJ-12	SINGLE	7623834	7566770
PRJNA295681_Anguilla-rostrata	SRR2887290	sample2	dummy	BioSample: SAMN04087354; Sample name: A.r-RSJ-15; SRA: SRS1143588	breed: RSJ-15	SINGLE	5122264	5089627
PRJNA295681_Anguilla-rostrata	SRR2887291	sample3	dummy	BioSample: SAMN04087355; Sample name: A.r-RSJ-26; SRA: SRS1143586	breed: RSJ-26	SINGLE	6902284	6886023
PRJNA295681_Anguilla-rostrata	SRR2887292	sample4	dummy	BioSample: SAMN04087356; Sample name: A.r-RSJ-27; SRA: SRS1143584	breed: RSJ-27	SINGLE	10856214	10779444
PRJNA295681_Anguilla-rostrata	SRR2887293	sample5	dummy	BioSample: SAMN04087357; Sample name: A.r-RSJ-30; SRA: SRS1143583	breed: RSJ-30	SINGLE	8833259	8814674
PRJNA295681_Anguilla-rostrata	SRR2887294	sample6	dummy	BioSample: SAMN04087358; Sample name: A.r-RSJ-31; SRA: SRS1143585	breed: RSJ-31	SINGLE	5109957	5083898
PRJNA295681_Anguilla-rostrata	SRR2887295	sample7	dummy	BioSample: SAMN04087359; Sample name: A.r-RSJ-33; SRA: SRS1143582	breed: RSJ-33	SINGLE	12986601	12958333
PRJNA295681_Anguilla-rostrata	SRR2887296	sample8	dummy	BioSample: SAMN04087360; Sample name: A.r-RSJ-34; SRA: SRS1143581	breed: RSJ-34	SINGLE	4758754	4731520
PRJNA295681_Anguilla-rostrata	SRR2887297	sample9	dummy	BioSample: SAMN04087361; Sample name: A.r-RSJ-35; SRA: SRS1143580	breed: RSJ-35	SINGLE	3883679	3859988
PRJNA295681_Anguilla-rostrata	SRR2887298	sample10	dummy	BioSample: SAMN04087362; Sample name: A.r-RSJ-36; SRA: SRS1143579	breed: RSJ-36	SINGLE	4890958	4859385
PRJNA295681_Anguilla-rostrata	SRR2887299	sample11	dummy	BioSample: SAMN04087363; Sample name: A.r-RSJ-37; SRA: SRS1143578	breed: RSJ-37	SINGLE	5713609	5668064
PRJNA295681_Anguilla-rostrata	SRR2887300	sample12	dummy	BioSample: SAMN04087364; Sample name: A.r-RSJ-3; SRA: SRS1143577	breed: RSJ-3	SINGLE	8267248	8251755
PRJNA295681_Anguilla-rostrata	SRR2887301	sample13	dummy	BioSample: SAMN04087365; Sample name: A.r-RSJ-38; SRA: SRS1143576	breed: RSJ-38	SINGLE	8972077	8908284
PRJNA295681_Anguilla-rostrata	SRR2887302	sample14	dummy	BioSample: SAMN04087366; Sample name: A.r-RSJ-40; SRA: SRS1143575	breed: RSJ-40	SINGLE	8921041	8901765
PRJNA295681_Anguilla-rostrata	SRR2887303	sample15	dummy	BioSample: SAMN04087367; Sample name: A.r-RSJ-4; SRA: SRS1143574	breed: RSJ-4	SINGLE	6911846	6857125
PRJNA295681_Anguilla-rostrata	SRR2887304	sample16	dummy	BioSample: SAMN04087368; Sample name: A.r-RSJ-5; SRA: SRS1143573	breed: RSJ-5	SINGLE	4820737	4810163
PRJNA295681_Anguilla-rostrata	SRR2887305	sample17	dummy	BioSample: SAMN04087369; Sample name: A.r-RSJ-6; SRA: SRS1143572	breed: RSJ-6	SINGLE	11131686	11041423
PRJNA295681_Anguilla-rostrata	SRR2887306	sample18	dummy	BioSample: SAMN04087370; Sample name: A.r-RSJ-7; SRA: SRS1143571	breed: RSJ-7	SINGLE	7324355	7282998
PRJNA295681_Anguilla-rostrata	SRR2887307	sample19	dummy	BioSample: SAMN04087371; Sample name: A.r-RSJ-8; SRA: SRS1143570	breed: RSJ-8	SINGLE	11268030	11204351
PRJNA295681_Anguilla-rostrata	SRR2887308	sample20	dummy	BioSample: SAMN04087372; Sample name: A.r-RSJ-9; SRA: SRS1143569	breed: RSJ-9	SINGLE	6876330	6825377
PRJNA295681_Anguilla-rostrata	SRR2887309	sample21	dummy	BioSample: SAMN04087373; Sample name: A.r-SF-151.fq; SRA: SRS1143568	breed: SF-151	SINGLE	5075821	5064966
PRJNA295681_Anguilla-rostrata	SRR2887310	sample22	dummy	BioSample: SAMN04087374; Sample name: A.r-SF-152.fq; SRA: SRS1143567	breed: SF-152	SINGLE	6767286	6753378
