link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA329407_Lutjanus-campechanus	SRR3989911	sample0	dummy	BioSample: SAMN05412189; Sample name: ELA_001; SRA: SRS1594335		PAIRED	483265	468212
PRJNA329407_Lutjanus-campechanus	SRR3989912	sample1	dummy	BioSample: SAMN05412190; Sample name: ELA_002; SRA: SRS1594336		PAIRED	1403639	1351580
PRJNA329407_Lutjanus-campechanus	SRR3989913	sample2	dummy	BioSample: SAMN05412199; Sample name: ELA_011; SRA: SRS1594337		PAIRED	1898689	1819823
PRJNA329407_Lutjanus-campechanus	SRR3989914	sample3	dummy	BioSample: SAMN05412289; Sample name: MB_003; SRA: SRS1594338		PAIRED	2788036	2659105
PRJNA329407_Lutjanus-campechanus	SRR3989915	sample4	dummy	BioSample: SAMN05412290; Sample name: MB_004; SRA: SRS1594339		PAIRED	1936445	1903859
PRJNA329407_Lutjanus-campechanus	SRR3989916	sample5	dummy	BioSample: SAMN05412291; Sample name: MB_005; SRA: SRS1594340		PAIRED	921722	904223
PRJNA329407_Lutjanus-campechanus	SRR3989917	sample6	dummy	BioSample: SAMN05412292; Sample name: MB_006; SRA: SRS1594341		PAIRED	3102464	3044943
PRJNA329407_Lutjanus-campechanus	SRR3989918	sample7	dummy	BioSample: SAMN05412293; Sample name: MB_007; SRA: SRS1594342		PAIRED	1248776	604173
PRJNA329407_Lutjanus-campechanus	SRR3989919	sample8	dummy	BioSample: SAMN05412294; Sample name: MB_008; SRA: SRS1594343		PAIRED	3935183	3877408
PRJNA329407_Lutjanus-campechanus	SRR3989920	sample9	dummy	BioSample: SAMN05412295; Sample name: MB_009; SRA: SRS1594344		PAIRED	431542	423273
PRJNA329407_Lutjanus-campechanus	SRR3989921	sample10	dummy	BioSample: SAMN05412296; Sample name: MB_010; SRA: SRS1594346		PAIRED	164369	151499
PRJNA329407_Lutjanus-campechanus	SRR3989922	sample11	dummy	BioSample: SAMN05412297; Sample name: MB_011; SRA: SRS1594345		PAIRED	209343	201486
