link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA544861_Montipora-capitata	SRR9158336	sample0	dummy	BioSample: SAMN11865618; Sample name: M8_D; SRA: SRS4844717	isolate: M8_D	SINGLE	3027476	1834441
PRJNA544861_Montipora-capitata	SRR9158337	sample1	dummy	BioSample: SAMN11865617; Sample name: M8_C; SRA: SRS4844718	isolate: M8_C	SINGLE	2737828	1575356
PRJNA544861_Montipora-capitata	SRR9158338	sample2	dummy	BioSample: SAMN11865616; Sample name: M8_B; SRA: SRS4844716	isolate: M8_B	SINGLE	3129898	1899682
PRJNA544861_Montipora-capitata	SRR9158339	sample3	dummy	BioSample: SAMN11865615; Sample name: M8_A; SRA: SRS4844715	isolate: M8_A	SINGLE	3232731	2047292
PRJNA544861_Montipora-capitata	SRR9158340	sample4	dummy	BioSample: SAMN11865614; Sample name: M7W_C; SRA: SRS4844714	isolate: M7W_C	SINGLE	2803763	1641770
PRJNA544861_Montipora-capitata	SRR9158341	sample5	dummy	BioSample: SAMN11865613; Sample name: M7W_B; SRA: SRS4844713	isolate: M7W_B	SINGLE	3149997	1954970
PRJNA544861_Montipora-capitata	SRR9158344	sample6	dummy	BioSample: SAMN11865605; Sample name: M6_C; SRA: SRS4844710	isolate: M6_C	SINGLE	2280030	1289335
PRJNA544861_Montipora-capitata	SRR9158345	sample7	dummy	BioSample: SAMN11865606; Sample name: M6_D; SRA: SRS4844709	isolate: M6_D	SINGLE	1903964	1157635
PRJNA544861_Montipora-capitata	SRR9158346	sample8	dummy	BioSample: SAMN11865603; Sample name: M6_A; SRA: SRS4844708	isolate: M6_A	SINGLE	2551289	1536787
PRJNA544861_Montipora-capitata	SRR9158347	sample9	dummy	BioSample: SAMN11865604; Sample name: M6_B; SRA: SRS4844707	isolate: M6_B	SINGLE	2258556	1364136
PRJNA544861_Montipora-capitata	SRR9158348	sample10	dummy	BioSample: SAMN11865609; Sample name: M7E_A; SRA: SRS4844706	isolate: M7E_A	SINGLE	2940464	1783770
PRJNA544861_Montipora-capitata	SRR9158349	sample11	dummy	BioSample: SAMN11865610; Sample name: M7E_B; SRA: SRS4844705	isolate: M7E_B	SINGLE	2836640	1875451
PRJNA544861_Montipora-capitata	SRR9158350	sample12	dummy	BioSample: SAMN11865607; Sample name: M6_E; SRA: SRS4844704	isolate: M6_E	SINGLE	2259732	1435978
PRJNA544861_Montipora-capitata	SRR9158351	sample13	dummy	BioSample: SAMN11865608; Sample name: M6_F; SRA: SRS4844703	isolate: M6_F	SINGLE	2388310	1430306
PRJNA544861_Montipora-capitata	SRR9158352	sample14	dummy	BioSample: SAMN11865611; Sample name: M7E_C; SRA: SRS4844702	isolate: M7E_C	SINGLE	3672073	2243028
PRJNA544861_Montipora-capitata	SRR9158386	sample15	dummy	BioSample: SAMN11865587; Sample name: M3E_C; SRA: SRS4844668	isolate: M3E_C	SINGLE	2819897	1746507
PRJNA544861_Montipora-capitata	SRR9158387	sample16	dummy	BioSample: SAMN11865588; Sample name: M3W_A; SRA: SRS4844667	isolate: M3W_A	SINGLE	2987327	1850515
PRJNA544861_Montipora-capitata	SRR9158388	sample17	dummy	BioSample: SAMN11865589; Sample name: M3W_B; SRA: SRS4844666	isolate: M3W_B	SINGLE	2806460	1778736
PRJNA544861_Montipora-capitata	SRR9158389	sample18	dummy	BioSample: SAMN11865590; Sample name: M3W_C; SRA: SRS4844665	isolate: M3W_C	SINGLE	2987169	1779001
PRJNA544861_Montipora-capitata	SRR9158390	sample19	dummy	BioSample: SAMN11865583; Sample name: M2_E; SRA: SRS4844664	isolate: M2_E	SINGLE	3209160	2069098
PRJNA544861_Montipora-capitata	SRR9158391	sample20	dummy	BioSample: SAMN11865584; Sample name: M2_F; SRA: SRS4844663	isolate: M2_F	SINGLE	2944209	1812691
PRJNA544861_Montipora-capitata	SRR9158392	sample21	dummy	BioSample: SAMN11865585; Sample name: M3E_A; SRA: SRS4844662	isolate: M3E_A	SINGLE	2778189	1739780
PRJNA544861_Montipora-capitata	SRR9158393	sample22	dummy	BioSample: SAMN11865586; Sample name: M3E_B; SRA: SRS4844661	isolate: M3E_B	SINGLE	2673245	1747820
PRJNA544861_Montipora-capitata	SRR9158394	sample23	dummy	BioSample: SAMN11865591; Sample name: M4_A; SRA: SRS4844660	isolate: M4_A	SINGLE	2623035	1633660
PRJNA544861_Montipora-capitata	SRR9158395	sample24	dummy	BioSample: SAMN11865592; Sample name: M4_B; SRA: SRS4844659	isolate: M4_B	SINGLE	2420470	1479001
PRJNA544861_Montipora-capitata	SRR9158396	sample25	dummy	BioSample: SAMN11865594; Sample name: M4_D; SRA: SRS4844658	isolate: M4_D	SINGLE	2287466	1446411
PRJNA544861_Montipora-capitata	SRR9158397	sample26	dummy	BioSample: SAMN11865593; Sample name: M4_C; SRA: SRS4844657	isolate: M4_C	SINGLE	2323627	1374397
PRJNA544861_Montipora-capitata	SRR9158398	sample27	dummy	BioSample: SAMN11865596; Sample name: M4_F; SRA: SRS4844656	isolate: M4_F	SINGLE	2829562	1741950
PRJNA544861_Montipora-capitata	SRR9158399	sample28	dummy	BioSample: SAMN11865595; Sample name: M4_E; SRA: SRS4844655	isolate: M4_E	SINGLE	2529769	1627340
PRJNA544861_Montipora-capitata	SRR9158400	sample29	dummy	BioSample: SAMN11865598; Sample name: M5E_B; SRA: SRS4844654	isolate: M5E_B	SINGLE	3025305	1982338
PRJNA544861_Montipora-capitata	SRR9158401	sample30	dummy	BioSample: SAMN11865597; Sample name: M5E_A; SRA: SRS4844653	isolate: M5E_A	SINGLE	2783683	1742651
PRJNA544861_Montipora-capitata	SRR9158402	sample31	dummy	BioSample: SAMN11865600; Sample name: M5W_A; SRA: SRS4844652	isolate: M5W_A	SINGLE	3262451	1947437
PRJNA544861_Montipora-capitata	SRR9158403	sample32	dummy	BioSample: SAMN11865599; Sample name: M5E_C; SRA: SRS4844651	isolate: M5E_C	SINGLE	3279896	1969368
PRJNA544861_Montipora-capitata	SRR9158404	sample33	dummy	BioSample: SAMN11865602; Sample name: M5W_C; SRA: SRS4844650	isolate: M5W_C	SINGLE	3159080	1792367
PRJNA544861_Montipora-capitata	SRR9158405	sample34	dummy	BioSample: SAMN11865601; Sample name: M5W_B; SRA: SRS4844649	isolate: M5W_B	SINGLE	3097724	1844833
PRJNA544861_Montipora-capitata	SRR9158406	sample35	dummy	BioSample: SAMN11865620; Sample name: M8_F; SRA: SRS4844648	isolate: M8_F	SINGLE	3000959	1810559
PRJNA544861_Montipora-capitata	SRR9158407	sample36	dummy	BioSample: SAMN11865619; Sample name: M8_E; SRA: SRS4844647	isolate: M8_E	SINGLE	2692622	1734485
PRJNA544861_Montipora-capitata	SRR9158412	sample37	dummy	BioSample: SAMN11865573; Sample name: M1E_A; SRA: SRS4844642	isolate: M1E_A	SINGLE	2115405	1336331
