link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA551577_Idotea-baltica	SRR10769931	sample0	dummy	BioSample: SAMN13649331; Sample name: SAR02B; SRA: SRS5888385		SINGLE	18527221	18145413
PRJNA551577_Idotea-baltica	SRR10769932	sample1	dummy	BioSample: SAMN13649330; Sample name: SAR02A; SRA: SRS5888384		SINGLE	11301103	11016533
PRJNA551577_Idotea-baltica	SRR10769933	sample2	dummy	BioSample: SAMN13649329; Sample name: PAK30; SRA: SRS5888383		SINGLE	11335596	11087444
PRJNA551577_Idotea-baltica	SRR10769934	sample3	dummy	BioSample: SAMN13649328; Sample name: PAK29; SRA: SRS5888382		SINGLE	10575448	10301838
PRJNA551577_Idotea-baltica	SRR10769935	sample4	dummy	BioSample: SAMN13649327; Sample name: PAK28; SRA: SRS5888381		SINGLE	11774844	11518005
PRJNA551577_Idotea-baltica	SRR10769936	sample5	dummy	BioSample: SAMN13648760; Sample name: VEJ21; SRA: SRS5888380		SINGLE	14443205	14048232
PRJNA551577_Idotea-baltica	SRR10769937	sample6	dummy	BioSample: SAMN13649326; Sample name: PAK27; SRA: SRS5888379		SINGLE	12319238	12022446
PRJNA551577_Idotea-baltica	SRR10769938	sample7	dummy	BioSample: SAMN13649325; Sample name: PAK26; SRA: SRS5888378		SINGLE	12849525	12567898
PRJNA551577_Idotea-baltica	SRR10769939	sample8	dummy	BioSample: SAMN13649324; Sample name: PAK25; SRA: SRS5888377		SINGLE	7750272	7576314
PRJNA551577_Idotea-baltica	SRR10769940	sample9	dummy	BioSample: SAMN13649323; Sample name: PAK23; SRA: SRS5888376		SINGLE	10031347	9790442
PRJNA551577_Idotea-baltica	SRR10769941	sample10	dummy	BioSample: SAMN13649322; Sample name: PAK22; SRA: SRS5888375		SINGLE	12937027	12625039
PRJNA551577_Idotea-baltica	SRR10769942	sample11	dummy	BioSample: SAMN13649321; Sample name: PAK20; SRA: SRS5888374		SINGLE	10158998	9903343
PRJNA551577_Idotea-baltica	SRR10769943	sample12	dummy	BioSample: SAMN13649320; Sample name: PAK18; SRA: SRS5888373		SINGLE	9906099	9543266
PRJNA551577_Idotea-baltica	SRR10769944	sample13	dummy	BioSample: SAMN13649319; Sample name: PAK16; SRA: SRS5888371		SINGLE	10290535	10038089
PRJNA551577_Idotea-baltica	SRR10769945	sample14	dummy	BioSample: SAMN13649318; Sample name: PAK13; SRA: SRS5888372		SINGLE	11672217	11373256
PRJNA551577_Idotea-baltica	SRR10769946	sample15	dummy	BioSample: SAMN13649317; Sample name: PAK11B; SRA: SRS5888370		SINGLE	10295242	10045340
PRJNA551577_Idotea-baltica	SRR10769947	sample16	dummy	BioSample: SAMN13648759; Sample name: VEJ16; SRA: SRS5888369		SINGLE	8660908	8445011
PRJNA551577_Idotea-baltica	SRR10769948	sample17	dummy	BioSample: SAMN13649316; Sample name: PAK11A; SRA: SRS5888368		SINGLE	10941395	10663581
PRJNA551577_Idotea-baltica	SRR10769949	sample18	dummy	BioSample: SAMN13649315; Sample name: PAK10B; SRA: SRS5888367		SINGLE	11075924	10825041
PRJNA551577_Idotea-baltica	SRR10769950	sample19	dummy	BioSample: SAMN13649314; Sample name: PAK10A; SRA: SRS5888365		SINGLE	12237371	11921933
PRJNA551577_Idotea-baltica	SRR10769951	sample20	dummy	BioSample: SAMN13649313; Sample name: PAK08-2; SRA: SRS5888366		SINGLE	11932144	11670551
PRJNA551577_Idotea-baltica	SRR10769952	sample21	dummy	BioSample: SAMN13649312; Sample name: PAK08-1; SRA: SRS5888364		SINGLE	10800097	10530993
PRJNA551577_Idotea-baltica	SRR10769953	sample22	dummy	BioSample: SAMN13649311; Sample name: PAK07B; SRA: SRS5888362		SINGLE	12482603	12175477
PRJNA551577_Idotea-baltica	SRR10769954	sample23	dummy	BioSample: SAMN13649310; Sample name: PAK07A; SRA: SRS5888363		SINGLE	9597271	9317027
PRJNA551577_Idotea-baltica	SRR10769955	sample24	dummy	BioSample: SAMN13649309; Sample name: PAK06; SRA: SRS5888361		SINGLE	11056324	10787999
