link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA371502_Acanthurus-olivaceus	SRR5233889	sample0	dummy	BioSample: SAMN06308783; Sample name: Acaoli_CAS78; SRA: SRS1960655		SINGLE	674259	668232
PRJNA371502_Acanthurus-olivaceus	SRR5233890	sample1	dummy	BioSample: SAMN06308782; Sample name: Acaoli_CAS65; SRA: SRS1960654		SINGLE	1472744	1457603
PRJNA371502_Acanthurus-olivaceus	SRR5233891	sample2	dummy	BioSample: SAMN06308781; Sample name: Acaoli_CAS64; SRA: SRS1960656		SINGLE	4095415	4056341
PRJNA371502_Acanthurus-olivaceus	SRR5233892	sample3	dummy	BioSample: SAMN06308780; Sample name: Acaoli_CAS63; SRA: SRS1960659		SINGLE	913381	903197
PRJNA371502_Acanthurus-olivaceus	SRR5233893	sample4	dummy	BioSample: SAMN06308779; Sample name: Acaoli_CAS44; SRA: SRS1960657		SINGLE	3433145	3403260
PRJNA371502_Acanthurus-olivaceus	SRR5233894	sample5	dummy	BioSample: SAMN06308778; Sample name: Acaoli_CAS28; SRA: SRS1960658		SINGLE	1778405	1762308
PRJNA371502_Acanthurus-olivaceus	SRR5233895	sample6	dummy	BioSample: SAMN06308777; Sample name: Acaoli_CAS123; SRA: SRS1960660		SINGLE	1114428	1101136
PRJNA371502_Acanthurus-olivaceus	SRR5233896	sample7	dummy	BioSample: SAMN06308776; Sample name: Acaoli_CAS108; SRA: SRS1960661		SINGLE	1832834	1816836
PRJNA371502_Acanthurus-olivaceus	SRR5233897	sample8	dummy	BioSample: SAMN06308775; Sample name: Acaoli_790; SRA: SRS1960663		SINGLE	756586	750030
PRJNA371502_Acanthurus-olivaceus	SRR5233898	sample9	dummy	BioSample: SAMN06308774; Sample name: Acaoli_271; SRA: SRS1960662		SINGLE	431930	427623
PRJNA371502_Acanthurus-olivaceus	SRR5233899	sample10	dummy	BioSample: SAMN06308773; Sample name: Acaoli_262; SRA: SRS1960664		SINGLE	798359	790923
PRJNA371502_Acanthurus-olivaceus	SRR5233900	sample11	dummy	BioSample: SAMN06308772; Sample name: Acaoli_CAS58; SRA: SRS1960665		SINGLE	1023177	1015112
PRJNA371502_Acanthurus-olivaceus	SRR5233901	sample12	dummy	BioSample: SAMN06308771; Sample name: Acaoli_CAS57; SRA: SRS1960667		SINGLE	967361	959240
PRJNA371502_Acanthurus-olivaceus	SRR5233902	sample13	dummy	BioSample: SAMN06308770; Sample name: Acaoli_CAS115; SRA: SRS1960666		SINGLE	2296449	2274951
PRJNA371502_Acanthurus-olivaceus	SRR5233903	sample14	dummy	BioSample: SAMN06308769; Sample name: Acaoli_CAS112; SRA: SRS1960669		SINGLE	1126205	1115642
PRJNA371502_Acanthurus-olivaceus	SRR5233904	sample15	dummy	BioSample: SAMN06308768; Sample name: Acaoli_CAS109; SRA: SRS1960668		SINGLE	3266043	3236464
PRJNA371502_Acanthurus-olivaceus	SRR5233905	sample16	dummy	BioSample: SAMN06308767; Sample name: Acaoli_275; SRA: SRS1960670		SINGLE	1345226	1329478
PRJNA371502_Acanthurus-olivaceus	SRR5233906	sample17	dummy	BioSample: SAMN06308766; Sample name: Acaoli_269; SRA: SRS1960671		SINGLE	2589736	2566251
PRJNA371502_Acanthurus-olivaceus	SRR5233907	sample18	dummy	BioSample: SAMN06308765; Sample name: Acaoli_264; SRA: SRS1960672		SINGLE	1557225	1544570
PRJNA371502_Acanthurus-olivaceus	SRR5233908	sample19	dummy	BioSample: SAMN06308764; Sample name: Acaoli_263; SRA: SRS1960673		SINGLE	903450	894576
PRJNA371502_Acanthurus-olivaceus	SRR5233909	sample20	dummy	BioSample: SAMN06308763; Sample name: Acaoli_CAS50; SRA: SRS1960674		SINGLE	1287717	1276005
PRJNA371502_Acanthurus-olivaceus	SRR5233910	sample21	dummy	BioSample: SAMN06308762; Sample name: Acaoli_CAS48; SRA: SRS1960675		SINGLE	3927854	3891388
PRJNA371502_Acanthurus-olivaceus	SRR5233911	sample22	dummy	BioSample: SAMN06308761; Sample name: Acaoli_CAS120; SRA: SRS1960676		SINGLE	2860424	2837041
PRJNA371502_Acanthurus-olivaceus	SRR5233912	sample23	dummy	BioSample: SAMN06308760; Sample name: Acaoli_CAS118; SRA: SRS1960677		SINGLE	2195788	2177508
