link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA451040_Sebastes-pinniger	SRR7079318	sample0	dummy	BioSample: SAMN08991066; Sample name: CC_2013_04; SRA: SRS3231216	isolate: Washington coast	SINGLE	737723	731855
PRJNA451040_Sebastes-pinniger	SRR7079319	sample1	dummy	BioSample: SAMN08991065; Sample name: CC_20070004; SRA: SRS3231212	isolate: Washington coast	SINGLE	962062	953896
PRJNA451040_Sebastes-pinniger	SRR7079320	sample2	dummy	BioSample: SAMN08991060; Sample name: CC_2007_41; SRA: SRS3231209	isolate: Washington coast	SINGLE	598230	592817
PRJNA451040_Sebastes-pinniger	SRR7079321	sample3	dummy	BioSample: SAMN08991059; Sample name: CI_22833_1144006; SRA: SRS3231213	isolate: San Juan Islands	SINGLE	2216080	2193586
PRJNA451040_Sebastes-pinniger	SRR7079322	sample4	dummy	BioSample: SAMN08991058; Sample name: CI_13; SRA: SRS3231210	isolate: San Juan Islands	SINGLE	963287	962825
PRJNA451040_Sebastes-pinniger	SRR7079323	sample5	dummy	BioSample: SAMN08991057; Sample name: CC_2010_85_combined; SRA: SRS3231211	isolate: Washington coast	SINGLE	2428510	2364476
PRJNA451040_Sebastes-pinniger	SRR7079324	sample6	dummy	BioSample: SAMN08991064; Sample name: CC_2012_84; SRA: SRS3231208	isolate: Washington coast	SINGLE	1203225	1194639
PRJNA451040_Sebastes-pinniger	SRR7079325	sample7	dummy	BioSample: SAMN08991063; Sample name: CI_388_combined; SRA: SRS3231207	isolate: Neah Bay	SINGLE	786784	786359
PRJNA451040_Sebastes-pinniger	SRR7079326	sample8	dummy	BioSample: SAMN08991062; Sample name: CC_2006_25; SRA: SRS3231205	isolate: Washington coast	SINGLE	557185	552245
PRJNA451040_Sebastes-pinniger	SRR7079327	sample9	dummy	BioSample: SAMN08991061; Sample name: CI_22836_1144009; SRA: SRS3231203	isolate: San Juan Islands	SINGLE	1274542	1227777
PRJNA451040_Sebastes-pinniger	SRR7079328	sample10	dummy	BioSample: SAMN08991047; Sample name: CI_22840_1144013; SRA: SRS3231204	isolate: San Juan Islands	SINGLE	1768162	1711907
PRJNA451040_Sebastes-pinniger	SRR7079329	sample11	dummy	BioSample: SAMN08991033; Sample name: CI_1203.sub1M; SRA: SRS3231202	isolate: Hood Canal	SINGLE	1000000	999048
PRJNA451040_Sebastes-pinniger	SRR7079330	sample12	dummy	BioSample: SAMN08991034; Sample name: CI_22835_1144008; SRA: SRS3231200	isolate: San Juan Islands	SINGLE	659935	655452
PRJNA451040_Sebastes-pinniger	SRR7079331	sample13	dummy	BioSample: SAMN08991031; Sample name: CI_889; SRA: SRS3231206	isolate: Central Puget Sound	SINGLE	1448584	1439196
PRJNA451040_Sebastes-pinniger	SRR7079332	sample14	dummy	BioSample: SAMN08991032; Sample name: CI_979; SRA: SRS3231201	isolate: Central Puget Sound	SINGLE	818643	808472
PRJNA451040_Sebastes-pinniger	SRR7079334	sample15	dummy	BioSample: SAMN08991030; Sample name: CI_22830_1144003; SRA: SRS3231198	isolate: San Juan Islands	SINGLE	1086103	1046897
PRJNA451040_Sebastes-pinniger	SRR7079335	sample16	dummy	BioSample: SAMN08991027; Sample name: CC_2007_40_combined; SRA: SRS3231196	isolate: Washington coast	SINGLE	797845	792317
PRJNA451040_Sebastes-pinniger	SRR7079336	sample17	dummy	BioSample: SAMN08991028; Sample name: CC_2010_50; SRA: SRS3231197	isolate: Washington coast	SINGLE	590347	590067
