link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA511386_Ostrea-lurida	SRR8362159	sample0	dummy	BioSample: SAMN10623465; Sample name: CA1_9; SRA: SRS4180428	isolate: CA1_9	SINGLE	1420265	1414744
PRJNA511386_Ostrea-lurida	SRR8362160	sample1	dummy	BioSample: SAMN10623629; Sample name: WA9_8; SRA: SRS4180427	isolate: WA9_8	SINGLE	1319669	1282184
PRJNA511386_Ostrea-lurida	SRR8362161	sample2	dummy	BioSample: SAMN10623629; Sample name: WA9_8; SRA: SRS4180427	isolate: WA9_8	SINGLE	1598150	1572959
PRJNA511386_Ostrea-lurida	SRR8362162	sample3	dummy	BioSample: SAMN10623627; Sample name: WA9_5; SRA: SRS4180424	isolate: WA9_5	SINGLE	705272	702601
PRJNA511386_Ostrea-lurida	SRR8362163	sample4	dummy	BioSample: SAMN10623628; Sample name: WA9_6; SRA: SRS4180426	isolate: WA9_6	SINGLE	267268	260489
PRJNA511386_Ostrea-lurida	SRR8362164	sample5	dummy	BioSample: SAMN10623626; Sample name: WA9_4; SRA: SRS4180425	isolate: WA9_4	SINGLE	1688803	1669584
PRJNA511386_Ostrea-lurida	SRR8362165	sample6	dummy	BioSample: SAMN10623627; Sample name: WA9_5; SRA: SRS4180424	isolate: WA9_5	PAIRED	2240942	2147771
PRJNA511386_Ostrea-lurida	SRR8362166	sample7	dummy	BioSample: SAMN10623467; Sample name: CA2_11; SRA: SRS4180423	isolate: CA2_11	SINGLE	953170	949157
PRJNA511386_Ostrea-lurida	SRR8362167	sample8	dummy	BioSample: SAMN10623468; Sample name: CA2_12; SRA: SRS4180422	isolate: CA2_12	SINGLE	5564987	5555835
PRJNA511386_Ostrea-lurida	SRR8362168	sample9	dummy	BioSample: SAMN10623439; Sample name: BC3_9; SRA: SRS4180409	isolate: BC3_9	PAIRED	9464180	9022755
PRJNA511386_Ostrea-lurida	SRR8362169	sample10	dummy	BioSample: SAMN10623438; Sample name: BC3_4; SRA: SRS4180411	isolate: BC3_4	SINGLE	1903648	1882945
PRJNA511386_Ostrea-lurida	SRR8362170	sample11	dummy	BioSample: SAMN10623440; Sample name: BC4_12; SRA: SRS4180421	isolate: BC4_12	SINGLE	3958582	3950897
