link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA281764_Homarus-americanus	SRR5571034	sample0	dummy	BioSample: SAMN07135324; Sample name: OMU; SRA: SRS2205717		SINGLE	5399587	5359290
PRJNA281764_Homarus-americanus	SRR5571035	sample1	dummy	BioSample: SAMN07135324; Sample name: OMU; SRA: SRS2205717		SINGLE	3514301	3494296
PRJNA281764_Homarus-americanus	SRR5571036	sample2	dummy	BioSample: SAMN07135324; Sample name: OMU; SRA: SRS2205717		SINGLE	4418985	4391407
PRJNA281764_Homarus-americanus	SRR5571037	sample3	dummy	BioSample: SAMN07135324; Sample name: OMU; SRA: SRS2205717		SINGLE	3337070	3311045
PRJNA281764_Homarus-americanus	SRR5571038	sample4	dummy	BioSample: SAMN07135325; Sample name: OVC; SRA: SRS2205728		SINGLE	1758768	1749369
PRJNA281764_Homarus-americanus	SRR5571039	sample5	dummy	BioSample: SAMN07135325; Sample name: OVC; SRA: SRS2205728		SINGLE	3443192	3423743
PRJNA281764_Homarus-americanus	SRR5571040	sample6	dummy	BioSample: SAMN07135324; Sample name: OMU; SRA: SRS2205717		SINGLE	1255916	1248588
PRJNA281764_Homarus-americanus	SRR5571041	sample7	dummy	BioSample: SAMN07135325; Sample name: OVC; SRA: SRS2205728		SINGLE	6740845	6690414
PRJNA281764_Homarus-americanus	SRR5571042	sample8	dummy	BioSample: SAMN07135325; Sample name: OVC; SRA: SRS2205728		SINGLE	4494427	4464112
PRJNA281764_Homarus-americanus	SRR5571043	sample9	dummy	BioSample: SAMN07135325; Sample name: OVC; SRA: SRS2205728		SINGLE	4047415	4019689
PRJNA281764_Homarus-americanus	SRR5571044	sample10	dummy	BioSample: SAMN07135319; Sample name: MKI; SRA: SRS2205719		SINGLE	4532066	4504240
PRJNA281764_Homarus-americanus	SRR5571045	sample11	dummy	BioSample: SAMN07135319; Sample name: MKI; SRA: SRS2205719		SINGLE	5788370	5752453
PRJNA281764_Homarus-americanus	SRR5571046	sample12	dummy	BioSample: SAMN07135318; Sample name: MEF; SRA: SRS2205715		SINGLE	4141523	4097990
PRJNA281764_Homarus-americanus	SRR5571047	sample13	dummy	BioSample: SAMN07135318; Sample name: MEF; SRA: SRS2205715		SINGLE	2284347	2268777
PRJNA281764_Homarus-americanus	SRR5571048	sample14	dummy	BioSample: SAMN07135319; Sample name: MKI; SRA: SRS2205719		SINGLE	4623423	4594783
PRJNA281764_Homarus-americanus	SRR5571049	sample15	dummy	BioSample: SAMN07135317; Sample name: MEB; SRA: SRS2205726		SINGLE	2565209	2547336
PRJNA281764_Homarus-americanus	SRR5571050	sample16	dummy	BioSample: SAMN07135317; Sample name: MEB; SRA: SRS2205726		SINGLE	1656671	1647659
PRJNA281764_Homarus-americanus	SRR5571051	sample17	dummy	BioSample: SAMN07135317; Sample name: MEB; SRA: SRS2205726		SINGLE	1826794	1816672
PRJNA281764_Homarus-americanus	SRR5571052	sample18	dummy	BioSample: SAMN07135317; Sample name: MEB; SRA: SRS2205726		SINGLE	1602240	1595437
PRJNA281764_Homarus-americanus	SRR5571053	sample19	dummy	BioSample: SAMN07135318; Sample name: MEF; SRA: SRS2205715		SINGLE	3286162	3267685
PRJNA281764_Homarus-americanus	SRR5571054	sample20	dummy	BioSample: SAMN07135318; Sample name: MEF; SRA: SRS2205715		SINGLE	5867316	5805962
PRJNA281764_Homarus-americanus	SRR5571055	sample21	dummy	BioSample: SAMN07135318; Sample name: MEF; SRA: SRS2205715		SINGLE	1551193	1542142
PRJNA281764_Homarus-americanus	SRR5571056	sample22	dummy	BioSample: SAMN07135318; Sample name: MEF; SRA: SRS2205715		SINGLE	3440730	3418052
PRJNA281764_Homarus-americanus	SRR5571057	sample23	dummy	BioSample: SAMN07135322; Sample name: OHC; SRA: SRS2205721		SINGLE	4529377	4487790
PRJNA281764_Homarus-americanus	SRR5571058	sample24	dummy	BioSample: SAMN07135322; Sample name: OHC; SRA: SRS2205721		SINGLE	2679598	2663330
PRJNA281764_Homarus-americanus	SRR5571059	sample25	dummy	BioSample: SAMN07135321; Sample name: OGS; SRA: SRS2205727		SINGLE	3741589	3718833
PRJNA281764_Homarus-americanus	SRR5571060	sample26	dummy	BioSample: SAMN07135321; Sample name: OGS; SRA: SRS2205727		SINGLE	3142751	3122102
PRJNA281764_Homarus-americanus	SRR5571061	sample27	dummy	BioSample: SAMN07135321; Sample name: OGS; SRA: SRS2205727		SINGLE	5341397	5293455
PRJNA281764_Homarus-americanus	SRR5571062	sample28	dummy	BioSample: SAMN07135321; Sample name: OGS; SRA: SRS2205727		SINGLE	3845170	3824389
PRJNA281764_Homarus-americanus	SRR5571063	sample29	dummy	BioSample: SAMN07135321; Sample name: OGS; SRA: SRS2205727		SINGLE	3376700	3357395
