link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA449377_Zebrasoma-flavescens	SRR6973153	sample0	dummy	BioSample: SAMN08899935; Sample name: ZFL_KON_061602; SRA: SRS3150682		SINGLE	783858	783858
PRJNA449377_Zebrasoma-flavescens	SRR6973160	sample1	dummy	BioSample: SAMN08899953; Sample name: ZFL_KON_071601; SRA: SRS3150679		SINGLE	432829	432829
PRJNA449377_Zebrasoma-flavescens	SRR6973162	sample2	dummy	BioSample: SAMN08899951; Sample name: ZFL_FED_061601; SRA: SRS3150677		SINGLE	923196	923196
PRJNA449377_Zebrasoma-flavescens	SRR6973163	sample3	dummy	BioSample: SAMN08899952; Sample name: ZFL_KON_061601; SRA: SRS3150676		SINGLE	426038	426038
PRJNA449377_Zebrasoma-flavescens	SRR6973174	sample4	dummy	BioSample: SAMN08899997; Sample name: ZFL_KON_071604; SRA: SRS3150665		SINGLE	507230	507230
PRJNA449377_Zebrasoma-flavescens	SRR6973175	sample5	dummy	BioSample: SAMN08899996; Sample name: ZFL_KON_071602; SRA: SRS3150664		SINGLE	685018	685018
PRJNA449377_Zebrasoma-flavescens	SRR6973176	sample6	dummy	BioSample: SAMN08899995; Sample name: ZFL_KON_061603; SRA: SRS3150663		SINGLE	339286	339286
PRJNA449377_Zebrasoma-flavescens	SRR6973220	sample7	dummy	BioSample: SAMN08899994; Sample name: ZFL_FMH_061601; SRA: SRS3150619		SINGLE	879550	879550
PRJNA449377_Zebrasoma-flavescens	SRR6973224	sample8	dummy	BioSample: SAMN08899968; Sample name: ZFL_ASO_061701; SRA: SRS3150615		SINGLE	1229528	1229528
PRJNA449377_Zebrasoma-flavescens	SRR6973225	sample9	dummy	BioSample: SAMN08899969; Sample name: ZFL_ASO_061702; SRA: SRS3150614		SINGLE	1102496	1102496
PRJNA449377_Zebrasoma-flavescens	SRR6973226	sample10	dummy	BioSample: SAMN08899970; Sample name: ZFL_FED_061602; SRA: SRS3150613		SINGLE	621156	621156
PRJNA449377_Zebrasoma-flavescens	SRR6973227	sample11	dummy	BioSample: SAMN08899971; Sample name: ZFL_KON_071603; SRA: SRS3150612		SINGLE	352513	352513
PRJNA449377_Zebrasoma-flavescens	SRR6973228	sample12	dummy	BioSample: SAMN08899972; Sample name: ZFL_KON_071605; SRA: SRS3150611		SINGLE	634384	634384
PRJNA449377_Zebrasoma-flavescens	SRR6973229	sample13	dummy	BioSample: SAMN08899973; Sample name: ZFL_MET_061601; SRA: SRS3150610		SINGLE	503118	503118
PRJNA449377_Zebrasoma-flavescens	SRR6973230	sample14	dummy	BioSample: SAMN08899974; Sample name: ZFL_SOG_071302; SRA: SRS3150609		SINGLE	1332260	1332260
PRJNA449377_Zebrasoma-flavescens	SRR6973234	sample15	dummy	BioSample: SAMN08900022; Sample name: ZFL_KON_061605; SRA: SRS3150605		SINGLE	356490	356490
PRJNA449377_Zebrasoma-flavescens	SRR6973235	sample16	dummy	BioSample: SAMN08900021; Sample name: ZFL_KON_061604; SRA: SRS3150604		SINGLE	544951	544951
