link	run_acc_sra	sampid_assigned_for_bioinf	pop	identifiers_biosamp	infraspecies_biosamp	read_type_sra	total_number_reads_sra	total_reads_written_to_final_fastq
PRJNA528403_Gadus-morhua	SRR8759222	sample0	dummy	BioSample: SAMN11189728; Sample name: GM4V17_1378; SRA: SRS4515569		SINGLE	2422084	2416244
PRJNA528403_Gadus-morhua	SRR8759223	sample1	dummy	BioSample: SAMN11189729; Sample name: GM4V17_1379; SRA: SRS4515568		SINGLE	3553074	3543733
PRJNA528403_Gadus-morhua	SRR8759224	sample2	dummy	BioSample: SAMN11189726; Sample name: GM4V17_1376; SRA: SRS4515567		SINGLE	3624460	3615311
PRJNA528403_Gadus-morhua	SRR8759225	sample3	dummy	BioSample: SAMN11189727; Sample name: GM4V17_1377; SRA: SRS4515566		SINGLE	3883298	3873883
PRJNA528403_Gadus-morhua	SRR8759226	sample4	dummy	BioSample: SAMN11189724; Sample name: GM3K15L194; SRA: SRS4515565		SINGLE	2313381	2304798
PRJNA528403_Gadus-morhua	SRR8759227	sample5	dummy	BioSample: SAMN11189725; Sample name: GM4V17_1375; SRA: SRS4515564		SINGLE	4262573	4252926
PRJNA528403_Gadus-morhua	SRR8759228	sample6	dummy	BioSample: SAMN11189722; Sample name: GM3K15L192; SRA: SRS4515563		SINGLE	2670155	2660955
PRJNA528403_Gadus-morhua	SRR8759229	sample7	dummy	BioSample: SAMN11189723; Sample name: GM3K15L193; SRA: SRS4515562		SINGLE	4020347	4009823
PRJNA528403_Gadus-morhua	SRR8759230	sample8	dummy	BioSample: SAMN11189730; Sample name: GM4V17_1380; SRA: SRS4515561		SINGLE	4590331	4579062
PRJNA528403_Gadus-morhua	SRR8759231	sample9	dummy	BioSample: SAMN11189731; Sample name: GM4V17M1381; SRA: SRS4515560		SINGLE	4196718	4185055
PRJNA528403_Gadus-morhua	SRR8759232	sample10	dummy	BioSample: SAMN11189621; Sample name: GM2J15S045; SRA: SRS4515559		SINGLE	3430122	3422062
PRJNA528403_Gadus-morhua	SRR8759233	sample11	dummy	BioSample: SAMN11189620; Sample name: GM2J15S044; SRA: SRS4515558		SINGLE	3413723	3406271
PRJNA528403_Gadus-morhua	SRR8759234	sample12	dummy	BioSample: SAMN11189821; Sample name: GM4X17M548; SRA: SRS4515557		SINGLE	2800116	2792786
PRJNA528403_Gadus-morhua	SRR8759235	sample13	dummy	BioSample: SAMN11189613; Sample name: GM2J15S030; SRA: SRS4515556		SINGLE	2567328	2560861
