"species","link","meanlat.genetic","minlat.genetic","maxlat.genetic","meanlat.gbif","minlat.gbif","maxlat.gbif","n_ECOREGIONS.all","n_PROVINCES.all","n_REALMS.all","n_Realm_Costello.all","n_ECOREGIONS.gbif","n_ECOREGIONS.genetic","n_PROVINCES.gbif","n_PROVINCES.genetic","n_REALMS.gbif","n_REALMS.genetic","n_Realm_Costello.gbif","n_Realm_Costello.genetic","max.95.sea.gbif","max.100.sea.gbif","maxgenetic.sea","max.95.gcd.gbif","max.100.gcd.gbif","maxgenetic.gcd","ratio.sea.95","ratio.gcd.95","ratio.sea.100","ratio.gcd.100","Body_Size","Fecundity_EggSize","Generational_Structure","ReturnToSpawningGround","Spawning_mode","Larval_feeding","PLD_point2","isPlanktonic_atanypoint","n_samples","mean_raw_read_cnt","read_length","mean_locus_depth","littlem","bigm","n","s","nugget","m","nbhd","inDeme","stacksparams","thetaW","globalPi","meanHet","taxclade","cladecolor"
"Lutjanus_fulvus","bioprj_PRJDB7819_Lutjanus-fulvus",25.1722080508475,24.410525,26.606974,1.76746051380042,-33.833,35.222132,71,30,7,12,71,1,30,1,7,1,12,2,14662,19859,505,14220.6485542998,19502.337303989,502.064340395635,0.034442777247306,0.035305305414065,0.0254292763986102,0.0257438035538921,40,0.8,0,0,2,2,34,1,59,1189119.49152542,90,13.6,3,3,"nis1morethanM",0.996226441345197,0.00374868998365982,2.279822839241e-08,937.338381528598,0.00678117983021061,"littlem_3_bigm_3_n4_nis1morethanM",0.00490906465485466,0.00374597442155468,0.0034795247254683,"bony fishes","#A6CEE3"
"Montipora_capitata","bioprj_PRJNA544861_Montipora-capitata",21.47592175,21.442255,21.515498,12.7499885348837,-17.56639,28.379999,15,8,3,5,15,1,8,1,3,1,5,1,8457.40000000001,10743,7,8296.83431171933,10582.9461188446,9.0049122772704,0.00082767753683165,0.00108534314883822,0.000651587079959043,0.000850888984612306,20,0.39,0,0,2,2,NA,1,47,1726907.65957447,150,17.5,3,3,"nis1morethanM",0.996635748470929,0.00326587937420774,0.00862301658079791,445.111461319651,0.0283815679950126,"littlem_3_bigm_3_n4_nis1morethanM",0.00492175293186857,0.00332227882798526,0.00427647513087603,"cnidarians","#FF7F00"
"Nautilus_pompilius","bioprj_PRJNA369717_Nautilus-pompilius",-2.49017888679245,-18.253296,42.359542,26.3915847097673,-50,36,46,23,7,12,45,5,22,5,6,3,11,5,4996,16368,17974,3955.32486612595,16199.2683313258,15466.7649096828,1,1,1,0.954781697132175,25,26,0,NA,1,0,0,0,53,1907379.50943396,145,211.4,3,3,"nis1morethanM",0.99527408500386,0.00291893060859358,6.24999112904218e-09,16.3023303637806,0.396623886965272,"littlem_3_bigm_3_n4_nis1morethanM",0.0063209262681699,0.00397981045172398,0.00237476454141116,"molluscs","#E31A1C"
"Orbicella_faveolata","bioprj_PRJNA508589_Orbicella-faveolata",24.7848632984293,24.52202,24.95375,15.5906798175984,8.642056,27.921667,9,2,2,3,9,1,2,1,2,1,3,1,2780,4190,121,2557.94083720723,4087.40628534126,118.521203667112,0.0435251798561151,0.046334614914907,0.0288782816229117,0.0289966779402788,83,0.25,0,0,2,1,20,1,191,1167659.89528796,36,13.1,3,3,"nis1lessthanM",0.993887626494199,0.00589195669539475,0.00820678183136312,87.1368799476333,0.0286669574729707,"littlem_3_bigm_3_n2_nis1lessthanM",0.00872730528818853,0.00607862312777793,0.0076665852910615,"cnidarians","#FF7F00"
"Paracentrotus_lividus","bioprj_PRJNA373825_Paracentrotus-lividus",40.9972165201465,37.05044,43.79225,41.6269639010767,27.790908,59.470191,12,3,1,5,12,3,3,1,1,1,5,1,3800,7184,2081,2682.26792876088,5449.23592553372,1437.28549101463,0.547631578947368,0.53584709998699,0.2896714922049,0.263759086715236,7.5,66,0,0,2,2,30,1,273,3842486.87545788,35,41,3,3,"nequalM",0.98864843194846,0.011255299461323,3.63818995802961e-08,475.960942764306,0.00840273298534596,"littlem_3_bigm_3_n3_nequalM",0.0301853040106137,0.0112634308599062,0.00862073791990499,"echinoderms","#FB9A99"
"Paracirrhites_forsteri","bioprj_PRJNA640135_Paracirrhites-forsteri",21.7389052945977,19.751297,22.430606,4.88224196925297,-32.715,30.461389,62,24,6,12,62,2,24,1,6,1,12,1,17977,22252,320,16264.7981783112,19904.5751084577,313.070170416607,0.0178005228903599,0.0192483280139363,0.0143807298220385,0.0157285532954471,22,NA,0,1,2,2,60.5,1,87,2698214.81609195,92,21.9,3,3,"nis1morethanM",0.995486545213293,0.00648376332262173,4.82450827007935e-07,1052.38700833055,0.00678188556049561,"littlem_3_bigm_3_n4_nis1morethanM",0.00786460896689981,0.00449398336060233,0.00439585292558328,"bony fishes","#A6CEE3"
"Paralichthys_dentatus","bioprj_PRJNA477007_Paralichthys-dentatus",37.5264862068965,28.9569,41.5513,38.7091583493794,25.69333,46.236111,6,3,2,3,6,3,3,2,2,1,3,2,943,3377,1890,921.881954164004,2867.78718290696,1884.92138025777,1,1,0.559668344684631,0.657273800333782,94,0.82,0,1,2,2,24,1,229,383225.982532751,130,38.6,3,3,"nis1morethanM",0.995133202492606,0.0807978430951441,0.0127244122721731,1005.99817168532,0.0162527506117704,"littlem_3_bigm_3_n4_nis1morethanM",0.0160510872278326,0.00487414342122532,0.00467193349239307,"bony fishes","#A6CEE3"
"Penaeus_duorarum","bioprj_PRJNA554161_Penaeus-duorarum",25.2324985556041,9.20392533668335,29.886068,27.05294137221,7.9638,37.68,8,3,2,2,8,3,3,2,2,2,2,2,2956,3392,2672,2462.30629801232,3304.44611024914,2625.71002921191,0.903924221921516,1,0.787735849056604,0.794599137528059,280,0.3,0,1,0,2,15,1,58,1117135.03448276,92,134.9,3,6,"nis1morethanM",0.988657649077588,0.0113886760512553,0.0123026729098477,1005.34074479482,0.0083307002680977,"littlem_3_bigm_6_n7_nis1morethanM",0.024132833819494,0.0113200386110017,0.00728574783542507,"crustacea","#FDBF6F"
"Phocoena_phocoena","bioprj_PRJNA343959_Phocoena-phocoena",54.9093181818182,41.42,64.78,51.8483732892901,8.57,79.534027,44,13,5,14,44,8,13,3,5,2,14,5,12178,18993,7790,8647.64917649731,13958.734029164,2786.06653328094,0.639678108063721,0.32217617486761,0.410151108303059,0.199593066782418,190,0,0,0,0,0,0,0,44,2427331.09090909,90,10.4,3,3,"nis1morethanM",0.998747320493895,0.00125444242137087,1.35916247794612e-10,46.4594051436905,0.213277342739975,"littlem_3_bigm_3_n4_nis1morethanM",0.00196072746631503,0.00131026732300886,0.00126618989166938,"mammals","#B2DF8A"
"Phocoena_sinus","bioprj_PRJNA659918_Phocoena-sinus",31.715,31.36,31.75,31.2929410341436,30.35,32.516667,1,1,1,2,1,1,1,1,1,1,2,2,117,186,45,114.089787266854,184.143525441398,48.7835948528315,0.384615384615385,0.427589497898943,0.241935483870968,0.264921586224092,150,0,0,0,0,0,0,0,12,2634286.75,97,35.8,3,3,"nis1morethanM",0.998260381849629,0.00147068808370311,0.0114385009940494,854.223591006276,0.173250119850323,"littlem_3_bigm_3_n4_nis1morethanM",0.00219080660496343,0.00185011535714594,0.00352502795850315,"mammals","#B2DF8A"
"Pisaster_ochraceus","bioprj_PRJNA445895_Pisaster-ochraceus",38.3887112299465,37.893,38.918,42.1434246317726,21.125511,62.433331,7,3,2,4,7,1,3,1,2,1,4,1,2274,4992,158,2134.40620338194,4917.55219985925,150.924083091022,0.06948109058927,0.0707101032839414,0.031650641025641,0.0306908959899484,25,0.15,0,0,2,2,151,1,366,747847.75136612,145,45.9,3,3,"nis1morethanM",0.995152093301562,0.0128188498335921,6.58976110476573e-07,733.351522771112,0.00681291890611498,"littlem_3_bigm_3_n4_nis1morethanM",0.00619978307754885,0.00481944940937487,0.00352006475372573,"echinoderms","#FB9A99"
"Planes_minutus","bioprj_PRJNA471559_Planes-minutus",18.9360238869565,-33.9058,38,12.2521664573785,-49.25,53.425906,71,35,12,24,68,19,33,16,12,9,23,13,20942,24438,21522,18652.5445503229,20019.7891587832,19610.8559828848,1,1,0.880677633194206,0.979573552315912,1,NA,0,0,0,2,NA,1,115,1005962.77391304,90,8.6,3,3,"nequalM",0.996776497045539,0.0101135794313026,6.3926606059766e-10,103.830994639952,0.0337668030712634,"littlem_3_bigm_3_n3_nequalM",0.0091588995745236,0.00316835753513046,0.00310541017372965,"crustacea","#FDBF6F"
"Platichthys_flesus","bioprj_PRJNA382467_Platichthys-flesus",57.365175,54.2,60.25,53.4631468778498,28.9228,70.483794,14,5,2,9,14,2,5,1,2,1,9,2,5908,10249,1297,2212.58321468564,5343.5470707463,1046.79220894808,0.219532836831415,0.473108627960373,0.126548931603083,0.195898378939867,60,0.95,0,1,2,2,29,1,354,841946.084745763,60,34.1,3,3,"nis1morethanM",0.996206676284195,0.00350199814541009,2.01782520319702e-08,69.8180776989072,0.0687615782336888,"littlem_3_bigm_3_n4_nis1morethanM",0.00689138879945258,0.00359558423293042,0.00356655735484274,"bony fishes","#A6CEE3"
"Pocillopora_damicornis","bioprj_PRJNA450871_Pocillopora-damicornis",-23.4508168421053,-23.4552,-23.4468,0.339350010967837,-40.529171,33.450001,77,33,8,16,77,1,33,1,8,1,16,1,18749,25252,0,17276.717574926,19923.7815456017,1.58597804431314,0,9.17985744360896e-05,0,7.96022602779066e-05,10,0.11,0,0,2,2,NA,1,95,3325795.09473684,91,228.5,3,3,"nis1morethanM",0.969971492626535,0.00572234572052677,0.0118420516227337,841.478320996867,0.551738281779706,"littlem_3_bigm_3_n4_nis1morethanM",0.00901830132852232,0.00567737085613383,0.00366133576506116,"cnidarians","#FF7F00"
"Pomacanthus_maculosus","bioprj_PRJNA559876_Pomacanthus-maculosus",20.2147947019868,-2.378,28.4,20.3116305337079,-29.871,29.98117,12,5,2,4,10,7,5,3,2,1,4,2,7182,8173,5287,5838.53409255562,7038.6451290567,3489.06301020586,0.736145920356447,0.597592298836547,0.646886088339655,0.495700940483905,50,0.61,0,0,2,2,22,1,151,4190803.08609272,91,74.9,3,3,"nis1morethanM",0.996988467359204,0.00374010753989764,3.54037316239571e-10,85.3763677986696,0.0833966854746226,"littlem_3_bigm_3_n4_nis1morethanM",0.00366011816335612,0.00285694470033914,0.00259146139715916,"bony fishes","#A6CEE3"
"Porites_astreoides","bioprj_PRJNA379028_Porites-astreoides",16.7479444444444,16.6642,16.8577,17.4075064109608,8.06817,32.364696,12,4,3,5,12,1,4,1,3,1,5,1,2959,21385,27,2873.89819652793,4073.77031094395,25.3099549477517,0.00912470429199054,0.00880683768768485,0.00126256722001403,0.0062129067217555,55,0.2,0,0,0,2,10,1,36,2365979.63888889,95,30.4,3,6,"nis1morethanM",0.998032688740169,0.00474965715425298,0.881311732028612,0.0305295730823662,0.108259349729442,"littlem_3_bigm_6_n7_nis1morethanM",0.00210525423650335,0.00191171284128441,0.00193027491577802,"cnidarians","#FF7F00"
"Porites_compressa","bioprj_PRJNA544861_Porites-compressa",21.47592175,21.442255,21.515498,22.993577091954,19.422927,28.41667,1,1,1,1,1,1,1,1,1,1,1,1,2257.6,2636,7,2207.69754313362,2584.4307572214,9.0049122772704,0.00310063784549964,0.00407887045273818,0.00265553869499241,0.00348429233482419,123,0.13,0,0,2,2,NA,1,47,1825981.06382979,150,22.9,3,3,"nis1morethanM",0.995550345178882,0.00435571646691681,0.00606433372918857,157.313388699361,0.021306672571461,"littlem_3_bigm_3_n4_nis1morethanM",0.00672456397676091,0.00436943102417714,0.00442794225682763,"cnidarians","#FF7F00"
"Pygoscelis_adeliae","bioprj_PRJNA493660_Pygoscelis-adeliae",-64.5589655172414,-67.58,-59.43,67.7402689690243,-89.836482,-31.93,20,8,4,4,20,6,8,2,4,1,4,2,6898,10746,7354,5749.88312472495,10133.3954430845,5961.1116753366,1,1,0.684347664247162,0.588263993921679,70,80,0,1,1,0,0,0,87,4442195.5862069,114,46.5,3,3,"nequalM",0.995601809747746,0.00437061537226608,0.00659426235028942,581.039180181289,0.00674843303189169,"littlem_3_bigm_3_n3_nequalM",0.00813686629761941,0.00438590686151988,0.00409199184465956,"sauropsida","#1F78B4"
"Pygoscelis_antarcticus","bioprj_PRJNA493660_Pygoscelis-antarcticus",-60.4836363636364,-64.61,-54.42,61.9687141948245,-82.936944,-32.715106,23,8,4,5,23,5,8,3,4,2,5,1,3805,10733,4709,3635.5134598442,10386.7918020873,4320.0141000818,1,1,0.438740333550731,0.415914190098013,75,80,0,1,1,0,0,0,44,4291300.36363636,114,45.8,3,3,"nis1lessthanM",0.997966522065303,0.00202070521159948,0.00852224404478023,877.911981405506,0.00675703611272707,"littlem_3_bigm_3_n2_nis1lessthanM",0.00276309630480757,0.0020269604419522,0.00196179426008122,"sauropsida","#1F78B4"
"Pygoscelis_papua","bioprj_PRJNA493660_Pygoscelis-papua",-57.9836231884058,-64.83,-49.37,58.7084432771493,-78.15856,-45.564125,21,7,4,4,21,5,7,3,4,2,4,2,7996,9885,8021,7737.45027068596,8859.63429777679,7798.06970598387,1,1,0.811431461810824,0.880179637656229,90,80,0,1,1,0,0,0,69,5203958.57971014,114,55.5,3,3,"nis1lessthanM",0.998578233152534,0.000866702398329997,6.10605671659694e-11,24.7183327588519,0.314122747335805,"littlem_3_bigm_3_n2_nis1lessthanM",0.00157680109211693,0.00103317989569109,0.0008803394618239,"sauropsida","#1F78B4"
"Pyroteuthis_margaritifera","bioprj_PRJNA573759_Pyroteuthis-margaritifera",32.911,27.45,40,22.5871224037199,-44.2467,48.7339,48,21,8,14,48,2,21,2,8,1,14,2,21659,24106,2935,18728.0992710284,19976.7996963942,2344.15606974566,0.135509487972667,0.125167857977557,0.121753920185846,0.117343924220694,3,1.15,1,NA,0,2,NA,1,30,3087479.16666667,142,88.4,3,9,"nequalM",0.980977913828495,0.0255208488236073,0.0165265136446361,1285.18773032399,0.121042727379061,"littlem_3_bigm_9_n9_nequalM",0.0258858605020226,0.0177031746233935,0.00807087730215262,"molluscs","#E31A1C"
"Rhizophora_mangle","bioprj_PRJNA480308_Rhizophora-mangle",18.6388512295082,-2.66,28.25506,15.0418240129252,-27.657778,38.614111,31,11,5,7,31,14,11,5,5,3,7,4,20514,21724,20844,9002.637231621,13418.3676325888,7823.64123139708,1,0.869038819415849,0.959491806297183,0.58305461928141,2400,NA,0,0,0,1,182.5,0,122,3953196.20491803,80,58,3,3,"nequalM",0.996513533321285,0.00112152095480638,1.41711259121143e-11,26.3669023700442,0.359110390525241,"littlem_3_bigm_3_n3_nequalM",0.00288322765935066,0.00193913989349986,0.00167527416800291,"vascular plants","#CAB2D6"
"Robustosergia_robusta","bioprj_PRJNA553831_Robustosergia-robusta",32.6594186046512,26.89,40.07,34.3782194880734,-26.1535,59.26,31,12,5,7,31,2,12,2,5,1,7,2,10187,12764,3069,9822.48674853017,12702.8166607128,2538.78263304052,0.301266319819378,0.258466384128278,0.240441867753055,0.199859818562323,0.5,NA,1,NA,0,2,NA,1,94,2187413.65957447,67,38.3,3,3,"nequalM",0.989390576816412,0.0120364582047635,4.49796960133944e-08,67.4868733596447,0.0378997085848327,"littlem_3_bigm_3_n3_nequalM",0.0103960696203549,0.0110266644722542,0.00373026143473879,"crustacea","#FDBF6F"
"Sargassum_muticum","bioprj_PRJNA549138_Sargassum-muticum",35.8370113974359,33.877155,42.317222,36.000782245935,31.79542,40.423298,5,2,1,2,5,2,2,2,1,1,2,1,2198,2442,16033,1801.24873351916,1931.33574671931,11694.1701764539,1,1,1,1,1600,NA,0,0,2,0,NA,1,78,2017274.42307692,119,31.8,3,3,"nis1morethanM",0.997886025168736,0.00108527674912255,0.0033891810033016,0.696246578346777,0.500738431274327,"littlem_3_bigm_3_n4_nis1morethanM",0.0017607428127751,0.00185279422007778,0.000985123544268297,"ochrophyta","#6A3D9A"
"Scomber_scombrus","bioprj_PRJNA253681_Scomber-scombrus",41.2832528,36.137563,45.334415,43.8729592022956,28.049127,78.247644,23,7,3,9,23,2,7,2,3,1,9,2,7135,9924,2588,6339.71562917734,8400.07982344157,1121.20275514078,0.362718990889979,0.176853792933654,0.260781942765014,0.13347525008178,50,1.15,0,1,2,2,NA,1,10,21395876.1,101,25.6,3,3,"nequalM",0.998523851670984,0.00144939065646594,0.011609946874844,835.909570326084,0.018675130659918,"littlem_3_bigm_3_n3_nequalM",0.00212837873325676,0.0014946768935223,0.00159951641151596,"bony fishes","#A6CEE3"
"Sebastes_diaconus","bioprj_PRJNA560239_Sebastes-diaconus",44.6711813541667,44.55,44.98333,47.5590964035088,36.63,52.6591,3,1,1,1,3,1,1,1,1,1,1,1,1597,1932,52,1565.55551302737,1923.48126227756,54.7049712974863,0.0325610519724483,0.0349428498972236,0.0269151138716356,0.0284406052558635,33,NA,0,0,0,2,135,1,102,2683952.7254902,141,46.5,3,3,"nis1morethanM",0.998550769717874,0.00244117079097945,5.00205156785647e-05,237.382840711192,0.0071172097347713,"littlem_3_bigm_3_n4_nis1morethanM",0.00270916063247782,0.00144971161356086,0.00146863822450876,"bony fishes","#A6CEE3"
"Sebastes_paucispinis","bioprj_PRJNA451040_Sebastes-paucispinis",46.9806355953317,43.055750326797,54.53,47.9819985505613,26.379999,59.56,8,3,2,2,8,3,3,1,2,1,2,1,2505,6537,1358,2442.69738957614,6451.67541778467,1358.92858165887,0.542115768463074,0.556322935234591,0.207740553770843,0.210631889185382,91,NA,0,0,0,2,135,1,21,1078072.95238095,75,22.4,3,3,"nequalM",0.999135083125926,0.000857374734235801,0.00238385823738019,109.930048674608,0.00864631719582,"littlem_3_bigm_3_n3_nequalM",0.00129799825024974,0.000873991912881301,0.000972430576622514,"bony fishes","#A6CEE3"
"Sebastes_pinniger","bioprj_PRJNA451040_Sebastes-pinniger",48.076833877597,46.42921951,48.6753666666667,50.6546089357247,32.868273,59.56,7,3,2,1,7,2,3,1,2,1,1,1,2095,4916,466,2058.83963103184,4786.74106709891,274.171929077724,0.222434367541766,0.133168181214928,0.0947925142392189,0.0572773678865171,76,NA,0,0,0,2,135,1,92,1355142.41304348,75,27.6,3,3,"nequalM",0.998791337863149,0.00120084298262908,0.000336040716566651,949.943372701158,0.0067735683672673,"littlem_3_bigm_3_n3_nequalM",0.00219122601291299,0.00120532310354341,0.00133016211476457,"bony fishes","#A6CEE3"
"Sebastes_rastrelliger","bioprj_PRJNA316872_Sebastes-rastrelliger",36.4195416666667,32.667,42,35.4302982516447,28.866667,47.34438,3,2,1,2,3,3,2,2,1,1,2,1,1004,2378,1302,955.503095130398,2226.0770640973,1207.19173853321,1,1,0.547518923465097,0.542295573681201,56,NA,0,0,0,2,135,1,120,3868339.775,95,68.2,3,3,"nis1morethanM",0.999049853349191,0.001180032474486,0.01177415165964,836.874822199576,0.00674946672705789,"littlem_3_bigm_3_n4_nis1morethanM",0.00210879391521586,0.00118538053150259,0.00120451219845798,"bony fishes","#A6CEE3"
"Sebastes_ruberrimus","bioprj_PRJNA451040_Sebastes-ruberrimus",47.7562632452145,37.358406984504,56.338,51.805065904684,32.466667,61.127064,10,5,3,1,10,4,5,1,3,1,1,1,3798,8704,8619,3632.26890691098,8518.28317543061,8260.96103344987,1,1,0.990234375,0.969791783545898,104,NA,0,0,0,2,135,1,151,1753016.06622517,75,34.4,3,3,"nis1morethanM",0.998623607744154,0.00134352953675138,1.71528405139225e-06,243.796281195709,0.0225621832328444,"littlem_3_bigm_3_n4_nis1morethanM",0.00157166408818459,0.00136842400933074,0.00150397808416267,"bony fishes","#A6CEE3"
"Sebastiscus_marmoratus","bioprj_PRJNA359404_Sebastiscus-marmoratus",29.2856321948276,21.5,36.7166667,29.7915826858639,17.31,41.537497,9,4,2,3,8,5,4,3,2,2,3,2,3066,4147,2736,2917.13816915579,3885.59781054954,2126.53108726494,0.892367906066536,0.72897852756846,0.659754039064384,0.547285434815548,36,NA,0,0,0,2,135,1,59,1778337.28813559,144,7.7,3,6,"nis1morethanM",0.996125773259933,0.00387124380477646,0.00451220832684854,405.96065973936,0.00676233663677862,"littlem_3_bigm_6_n7_nis1morethanM",0.00513515301807208,0.00386259686675005,0.00345990011258381,"bony fishes","#A6CEE3"
"Seriola_dorsalis","bioprj_PRJNA319656_Seriola-lalandi-dorsalis",28.348003,24.151948,32.719951,28.8036800948836,17.566667,36.621944,7,4,3,2,7,2,4,1,3,1,2,2,2272,3029,1600,1720.1683876816,2917.54132604906,1165.33407207561,0.704225352112676,0.677453486775336,0.528227137669198,0.399423330072826,250,1.4,0,0,2,2,NA,1,90,4994748.72222222,100,52.2,3,3,"nequalM",0.996933060346306,0.00706386985327356,0.0111678768775298,853.18999720987,0.0188359962319187,"littlem_3_bigm_3_n3_nequalM",0.00414842845604012,0.00311897142812913,0.00402210481867649,"bony fishes","#A6CEE3"
"Siphamia_tubifer","bioprj_PRJNA385011_Siphamia-tubifer",26.4579148928571,26.09511,26.84876,5.24145279701492,-28.44166,29.771389,39,20,5,9,39,1,20,1,5,1,9,1,12356,20971,166,11351.627578439,18887.238942899,155.666138227292,0.013434768533506,0.0137131118116455,0.00791569309999523,0.00824186842226703,4.35,0.76,0,0,0,2,30,1,280,1753706.45,90,29,3,3,"nequalM",0.996666820324596,0.00331143717556436,8.68490755973215e-10,1110.45484667073,0.00676564773672084,"littlem_3_bigm_3_n3_nequalM",0.00676274931916669,0.00331124808017632,0.00300900236508341,"bony fishes","#A6CEE3"
"Sphyrna_tiburo","bioprj_PRJNA286089_Sphyrna-tiburo",28.9433386268657,24.98595,33.697937,22.6589749720373,-29.808333,43.7,26,9,5,6,26,3,9,2,5,2,6,1,20201,21651,1785,7350.67809252226,10497.6436841142,1027.10619503768,0.0883619622790951,0.139729448373279,0.0824442289039767,0.0978415943562624,150,NA,0,1,0,0,0,0,134,2012866.80597015,95,25.2,3,3,"nis1lessthanM",0.997694677250419,0.00529297307406474,0.000109583999832542,2.36721720429274,0.00683776083723246,"littlem_3_bigm_3_n2_nis1lessthanM",0.00266161862930181,0.00230191681153675,0.00228583787387858,"chondrichthyes","#33A02C"
"Stegastes_beebei","bioprj_PRJNA448430_Stegastes-beebei",-0.37544,-1.3758,5.5282,1.41752120066335,-2.2197,17.681117,8,2,1,2,8,2,2,2,1,1,2,1,2431,3171,870,2428.43827337761,3175.50722576204,848.494059408383,0.357877416700946,0.349399063879951,0.274361400189215,0.267199536667647,15,NA,0,0,1,2,31.2,1,10,677246.5,80,18.6,3,6,"nequalM",0.993968682254152,0.00500833092053325,4.04764718807075e-07,20.9730564241971,0.168970705161531,"littlem_3_bigm_6_n6_nequalM",0.00506464100012063,0.00458241170406394,0.00204728284262014,"bony fishes","#A6CEE3"
"Stephanocoenia_intersepta","bioprj_PRJNA361144_Stephanocoenia-intersepta",31.933235706422,12.183581,32.37007,19.9293375155684,8.06817,32.349998,10,2,2,4,10,2,2,1,2,1,4,2,3176,4207,2323,3036.22003043218,4107.35845765337,2286.43987870606,0.731423173803526,0.753054737729467,0.552174946517709,0.556669183437269,60,0.32,0,0,2,1,NA,1,109,1301728.03669725,101,22.9,3,3,"nis1morethanM",0.991612864931931,0.00770153409185707,4.5781711312798e-08,99.6458323796019,0.0613423688304856,"littlem_3_bigm_3_n4_nis1morethanM",0.0114099656227469,0.00768553465639272,0.00573662149888099,"cnidarians","#FF7F00"
"Systellaspis_debilis","bioprj_PRJNA553831_Systellaspis-debilis",28.1366666666667,25.16,40.18,15.7290000542636,-53.158,58.75,70,31,10,19,70,3,31,3,10,2,19,2,21053,23702,3176,18505.8738961558,20010.0656273202,2613.3670600614,0.1508573599962,0.141218246418736,0.133997131043794,0.130602623136493,1.5,3.6,0,0,0,1,28,1,95,1502593.82105263,67,82.5,3,6,"nequalM",0.990449486728686,0.0750014661429335,0.0101671095216752,773.512361969885,0.190397621238354,"littlem_3_bigm_6_n6_nequalM",0.0369308775481482,0.0164671134380367,0.00741118768282066,"crustacea","#FDBF6F"
"Uria_aalge","bioprj_PRJNA564451_Uria-aalge",56.3110672748092,42.27,70.23,51.883762384274,20.766666,82.528625,51,13,6,13,51,7,13,3,6,3,13,3,11826,19207,5687,8586.51835823552,14064.6391069361,5477.75238287075,0.480889565364451,0.637948019713592,0.296089967199459,0.389469814420573,45,80,0,1,1,0,0,0,129,854258.92248062,117,67.2,3,3,"nis1morethanM",0.995119081476033,0.00483198516454053,9.82314145454058e-08,266.324745924449,0.00992205024962361,"littlem_3_bigm_3_n4_nis1morethanM",0.0054672056840869,0.00485048352396249,0.00403073177597156,"sauropsida","#1F78B4"
"Uria_lomvia","bioprj_PRJNA564451_Uria-lomvia",64.6643914109589,49.755878,75.48,60.2007376902474,27.859645,83.31,51,12,5,12,51,7,12,2,5,2,12,3,9825,21039,5435,7798.58126941228,12373.8102504146,4704.25353750712,0.553180661577608,0.603219146533514,0.25832976852512,0.380178250862503,48,80,0,1,1,0,0,0,143,919384.601398601,117,70.3,3,3,"nis1morethanM",0.992393782225242,0.00756161509888173,0.01119227152228,820.18468589719,0.00676547363838299,"littlem_3_bigm_3_n4_nis1morethanM",0.00839513617369864,0.00757680713751059,0.00579435541873544,"sauropsida","#1F78B4"
"Vampyroteuthis_infernalis","bioprj_PRJNA573759_Vampyroteuthis-infernalis",29.622,26.89,40,8.74831152848101,-67.95,59.12861,62,34,12,19,62,2,34,2,12,1,19,2,21046,23541,2968,17612.5929643652,19742.1298404295,2465.4589100267,0.141024422693148,0.139982733661929,0.126077906630984,0.124883127096942,20,3.5,0,0,0,2,NA,1,25,812771,140,36.4,3,3,"nis1morethanM",0.991038062111188,0.00858991430517015,0.0264228560808448,1430.61578841171,0.0425805477818314,"littlem_3_bigm_3_n4_nis1morethanM",0.0149504249924637,0.00863377643326379,0.00524564576258922,"molluscs","#E31A1C"
"Zebrasoma_scopas","bioprj_PRJNA449377_Zebrasoma-scopas",5.21865705695833,-17.5388,26.2124,13.4204881167602,-33.800108,30.82,57,23,5,12,57,4,23,3,5,2,12,3,13210,19097,10196,12942.0562656163,18807.8632494392,10154.9773934258,0.771839515518547,0.784649454847832,0.533905849086244,0.53993254091363,40,0.63,0,0,2,2,60,1,96,704903.697916667,80,14.2,3,6,"nis1morethanM",0.993377732425803,0.0103821012122707,1.03666176851924e-08,181.694363958768,0.0422718972606816,"littlem_3_bigm_6_n7_nis1morethanM",0.0123766712580935,0.00653441284829299,0.00620561691445106,"bony fishes","#A6CEE3"
