"link","run_acc_sra","lat","lon","coordinateUncertaintyInMeters","origin","species"
"PRJNA373825_Paracentrotus-lividus","SRR5266364",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266263",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266270",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266471",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266296",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266465",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266376",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266342",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266316",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266215",37.05044,10.967,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266373",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266400",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266253",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266259",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266435",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266409",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266254",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266430",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266392",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266433",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266429",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266417",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266267",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266269",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266408",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266258",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266444",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266312",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266446",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266345",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266384",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266387",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266453",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266322",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266221",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266334",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266239",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266385",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266218",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266367",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266341",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266330",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266438",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266434",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266351",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266459",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266280",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266361",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266356",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266276",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266226",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266379",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266390",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266399",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266244",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266235",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266437",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266442",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266406",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266365",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266294",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266405",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266233",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266458",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266327",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266309",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266289",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266381",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266302",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266382",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266420",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266380",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266432",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266288",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266265",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266375",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266324",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266300",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266343",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266359",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266440",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266223",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266445",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266275",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266243",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266252",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266388",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266308",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266320",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266401",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266248",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266273",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266295",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266204",37.05044,10.967,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266304",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266346",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266410",42.38753,18.56963,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266462",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266350",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266284",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266425",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266301",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266287",40.10923,18.51922,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266310",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266220",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266455",39.79329,19.93564,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266328",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266208",37.05044,10.967,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266329",40.71665,17.80005,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266231",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266250",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266230",42.48229,3.137416,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266207",37.05044,10.967,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266431",40.3928,19.32497,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266261",40.19525,17.91795,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266344",42.13858,15.52395,50,"datathon","Paracentrotus_lividus"
"PRJNA373825_Paracentrotus-lividus","SRR5266383",43.79225,15.28148,50,"datathon","Paracentrotus_lividus"
"PRJNA379028_Porites-astreoides","SRR5340886",16.8037,-88.0822,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340890",16.8037,-88.082,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340892",16.8577,-88.0732,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340894",16.8213,-88.1382,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340896",16.8177,-88.1291,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340898",16.8081,-88.1407,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340900",16.7804,-88.136,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340902",16.7652,-88.1652,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340904",16.7103,-88.1757,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340906",16.6892,-88.1904,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340908",16.6656,-88.2002,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340910",16.6642,-88.1881,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340912",16.6815,-88.1732,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340914",16.6962,-88.1558,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340916",16.6836,-88.0966,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340918",16.6945,-88.0756,NA,"ncbi","Porites_astreoides"
"PRJNA379028_Porites-astreoides","SRR5340920",16.7164,-88.0795,NA,"ncbi","Porites_astreoides"
"PRJNA382467_Platichthys-flesus","SRR5435278",58.28,11.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435279",58.28,11.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435280",58.28,11.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435281",58.28,11.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435282",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435283",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435284",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435285",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435286",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435287",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435288",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435289",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435290",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435291",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435293",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435294",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435295",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435296",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435297",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435298",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435299",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435300",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435301",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435302",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435303",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435304",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435306",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435307",60.25,25.5,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435308",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435309",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435310",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435311",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435312",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435313",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435314",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435315",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435316",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435317",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435318",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435319",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435320",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435321",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435322",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435323",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435324",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435327",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435328",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435330",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435332",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435333",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435334",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435335",60.15,19.7,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435336",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435337",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435338",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435339",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435340",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435341",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435342",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435343",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435344",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435345",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435346",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435347",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435348",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435349",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435350",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435351",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435352",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435353",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435354",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435355",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435357",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435359",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435361",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435363",58.02,16.77,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435364",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435365",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435366",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435367",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435368",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435369",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435370",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435371",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435372",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435373",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435374",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435375",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435376",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435377",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435378",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435379",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435380",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435381",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435382",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435383",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435384",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435387",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435388",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435391",57.2,17.1,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435393",57.73,22.37,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435395",57.73,22.37,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435396",57.73,22.37,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435399",57.73,22.37,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435401",57.73,22.37,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435403",57.73,22.37,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435404",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435406",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435408",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435409",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435410",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435411",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435412",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435413",56.41,19.73,NA,"ncbi","Platichthys_flesus"
"PRJNA382467_Platichthys-flesus","SRR5435414",56.41,19.73,NA,"ncbi","Platichthys_flesus"
