"run_name","max.95.sea.gbif","max.100.sea.gbif","maxgenetic.sea","max.95.gcd.gbif","max.100.gcd.gbif","maxgenetic.gcd","ratio.sea.95","ratio.gcd.95","ratio.sea.100","ratio.gcd.100"
"bioprj_PRJNA354496_Symphodus-melops",4761,5243269612,1252,2355.59627043229,5008.7832174128,1055.73054578969,0.262969964293216,0.448179749238586,2.38782304296276e-07,0.210775851132765
"bioprj_PRJNA356786_Lateolabrax-maculatus",3215352796,3215354521,3256,3198.64143529113,3603.51506862377,2198.44516393728,1.01264160002926e-06,0.687305910466074,1.01264105675892e-06,0.610083521803309
"bioprj_PRJNA359404_Sebastiscus-marmoratus",3066,4147,2736,2917.13816915579,3885.59781054954,2126.53108726494,0.892367906066536,0.72897852756846,0.659754039064384,0.547285434815548
"bioprj_PRJNA360511_Trachidermus-fasciatus",1063,1347,1157,1151.04993165823,1425.48791391588,1152.51848872316,1.08842897460019,1.00127584132065,0.85894580549369,0.808508074654346
"bioprj_PRJNA361144_Agaricia-fragilis",3484,4208,33,3420.52605574309,4107.0601758958,27.9650293541985,0.00947187141216992,0.00817565160985837,0.00784220532319392,0.00680901378517032
"bioprj_PRJNA361144_Stephanocoenia-intersepta",3176,4207,2323,3036.22003043218,4107.35845765337,2286.43987870606,0.731423173803526,0.753054737729467,0.552174946517709,0.556669183437269
"bioprj_PRJNA361214_Symphodus-tinca",2433,7792,676,2238.5431129004,3928.32957051388,589.444020123423,0.277846280312372,0.263315911463373,0.0867556468172485,0.15004953366128
"bioprj_PRJNA369168_Gasterosteus-aculeatus",4622180266,31444594445,1275232153,9081.66671845386,12050.4682575411,77.6585613304607,0.275894075871596,0.00855113535191281,0.0405548926773573,0.00644444345819197
"bioprj_PRJNA369717_Nautilus-pompilius",4996,33033067283,17974,3955.32486612595,16199.2683313258,15466.7649096828,3.59767814251401,3.91036525018278,5.4412143583318e-07,0.954781697132175
"bioprj_PRJNA371502_Acanthurus-olivaceus",8871,14803,10189,8710.23075030856,14361.9121663846,10052.2005679454,1.14857400518544,1.15406822805346,0.688306424373438,0.699920766224531
"bioprj_PRJNA371817_Ostrea-lurida",2092,4630,188,1885.2140726348,2939.32378287242,156.889605804808,0.0898661567877629,0.0832211089881886,0.0406047516198704,0.0533760883094986
"bioprj_PRJNA373825_Paracentrotus-lividus",3800,7184,2081,2682.26792876088,5449.23592553372,1437.28549101463,0.547631578947368,0.53584709998699,0.2896714922049,0.263759086715236
"bioprj_PRJNA379028_Porites-astreoides",2959,21385,27,2873.89819652793,4073.77031094395,25.3099549477517,0.00912470429199054,0.00880683768768485,0.00126256722001403,0.0062129067217555
"bioprj_PRJNA382467_Platichthys-flesus",6579,1838670088,1297,2212.58321468564,5343.5470707463,1046.79220894808,0.197142422860617,0.473108627960373,7.05401152966383e-07,0.195898378939867
"bioprj_PRJNA385011_Siphamia-tubifer",12356,20971,166,11351.627578439,18887.238942899,155.666138227292,0.013434768533506,0.0137131118116455,0.00791569309999523,0.00824186842226703
"bioprj_PRJNA385083_Agaricia-undata",2397,4124,723,2329.62233569992,3938.63772798337,715.554133471594,0.30162703379224,0.307154564285465,0.175315227934045,0.18167553933374
"bioprj_PRJNA392526_Sebastiscus-marmoratus",3066,4147,2510,2917.13816915579,3885.59781054954,2473.69758383375,0.818656229615134,0.847987801876942,0.605256812153364,0.636632431981913
"bioprj_PRJNA394157_Exaiptasia-diaphana",20473,23542,20204,15465.1547643295,19979.985730643,8225.40821790559,0.986860743418161,0.531867177745779,0.858210857191403,0.411682387004432
"bioprj_PRJNA397667_Rhizophora-mangle",20545,96963029577,992,8978.75375469361,13469.6910457339,527.051799474815,0.0482842540764176,0.0586998835110386,1.02307034374605e-08,0.039128722231661
"bioprj_PRJNA419445_Arctocephalus-forsteri",3696,33033064143,1554,3485.34877193911,9323.9631993947,1315.85598471557,0.420454545454545,0.377539256704997,4.7043773876766e-08,0.141126252493252
"bioprj_PRJNA420851_Ectopleura-larynx",5546,1838670088,4974,4888.90155619245,7423.55080669472,4630.92707399699,0.896862603678327,0.947232629000537,2.70521614098287e-06,0.623815636827152
"bioprj_PRJNA428529_Fundulus-heteroclitus",1818,34256611010,82,1749.48215322344,2936.79841950662,95.0005343633139,0.0451045104510451,0.0543020882998289,2.39369854700639e-09,0.032348333386557
"bioprj_PRJNA430030_Coryphaenoides-rupestris",4199,4303411824,183,4086.29916700815,6388.86787159904,183.498975066249,0.0435818051917123,0.0449059081497944,4.25243986595506e-08,0.0287216731906403
"bioprj_PRJNA430094_Coryphaenoides-rupestris",4199,4303411824,44,4086.29916700815,6388.86787159904,39.1362821737415,0.010478685401286,0.00957743928533645,1.02244455793455e-08,0.00612569910041766
"bioprj_PRJNA430897_Nymphon-australe",6976,24332334053,4657,5917.70385748683,10954.3523771417,4375.01870587106,0.667574541284404,0.739310180305148,1.91391421384248e-07,0.399386340264199
"bioprj_PRJNA432036_Thunnus-thynnus",8090,21987,10565,7494.15999101938,11420.3262235363,10071.0024480096,1.30593325092707,1.34384673666937,0.480511211170237,0.881848928908361
"bioprj_PRJNA434194_Acropora-millepora",7476,16759,1320,6940.75211670539,16404.3676503893,1287.47802696254,0.176565008025682,0.185495462928832,0.0787636493824214,0.0784838559096781
"bioprj_PRJNA436919_Apostichopus-californicus",2612,863330579,1661,2484.78629434129,4792.17709571162,1289.64275057045,0.635911179173048,0.519015560214338,1.92394436198929e-06,0.269114167697291
"bioprj_PRJNA437462_Fundulus-grandis",2005,1941863255,63,1609.98526286646,2093.65309339379,66.6278733020907,0.0314214463840399,0.0413841510471126,3.24430671612868e-08,0.031823740767907
"bioprj_PRJNA445895_Pisaster-ochraceus",2274,4992,158,2132.75224621432,5141.5797235122,144.376661816689,0.06948109058927,0.067694999301002,0.031650641025641,0.028080214560607
"bioprj_PRJNA448430_Stegastes-beebei",2431,3171,870,2428.43827337761,3175.50722576204,848.494059408383,0.357877416700946,0.349399063879951,0.274361400189215,0.267199536667647
"bioprj_PRJNA448430_Stegastes-leucorus",4824,18861,1331,4768.26325965129,10014.9424341934,1322.41742565709,0.275912106135987,0.277337335135687,0.0705688987858544,0.132044436036102
"bioprj_PRJNA448438_Holacanthus-passer",4308,20256,3936,4210.53734810095,5683.13964524687,3694.08158577722,0.913649025069638,0.877342077833209,0.194312796208531,0.650007182010174
"bioprj_PRJNA449377_Zebrasoma-flavescens",6341,11397,7054,6271.2316250412,11306.8989423633,6974.24305707599,1.11244283236083,1.11210101524996,0.618934807405458,0.616813070730272
"bioprj_PRJNA449377_Zebrasoma-scopas",13210,19097,10196,12942.0562656163,18807.8632494392,10154.9773934258,0.771839515518547,0.784649454847832,0.533905849086244,0.53993254091363
"bioprj_PRJNA450328_Halichoerus-grypus-atlantica",5997,3704746560,1360,5667.94733114429,7415.00680036683,897.21950344907,0.226780056695014,0.158297078471252,3.67096636159641e-07,0.121000496372395
"bioprj_PRJNA450871_Pocillopora-damicornis",18749,25252,0,17276.9048467485,19913.9052490185,1.58597804431314,0,9.17975793917522e-05,0,7.96417390000041e-05
"bioprj_PRJNA451040_Sebastes-paucispinis",2505,6537,1358,2442.69738957614,6451.67541778467,1358.92858165887,0.542115768463074,0.556322935234591,0.207740553770843,0.210631889185382
"bioprj_PRJNA451040_Sebastes-pinniger",2095,4916,466,2058.83963103184,4786.74106709891,274.171929077724,0.222434367541766,0.133168181214928,0.0947925142392189,0.0572773678865171
"bioprj_PRJNA451040_Sebastes-ruberrimus",3798,8704,8619,3632.26890691098,8518.28317543061,8260.96103344987,2.26935229067931,2.27432528955443,0.990234375,0.969791783545898
"bioprj_PRJNA453151_Gasterosteus-aculeatus",4622180266,31444594445,522962074,9081.66671845386,12050.4682575411,10948.0403812577,0.113141860313589,1.20551003694194,0.0166312233701954,0.908515764473012
"bioprj_PRJNA471559_Planes-minutus",21218,6679759127,21522,18652.5445503229,20019.7891587832,19610.8559828848,1.01432745781883,1.05137698130014,3.22197246799016e-06,0.979573552315912
"bioprj_PRJNA471834_Gasterosteus-aculeatus",4622180266,31444594445,358068236,9081.66671845386,12050.4682575411,278.422066539466,0.0774673888497797,0.0306575957003261,0.0113872747389476,0.0231046678509967
"bioprj_PRJNA473382_Dascyllus-trimaculatus",16722,22233,6391,16283.677914473,19968.3849180578,5735.21317270709,0.382191125463461,0.352206252348531,0.28745558404174,0.287214674408676
"bioprj_PRJNA473646_Bathymodiolus-platifrons",2459,2473,2463,2413.1381200766,2433.95173300785,2413.0249830749,1.00162667751118,0.999953116234517,0.995956328346138,0.991402150811312
"bioprj_PRJNA473816_Acropora-cervicornis",2470,4187,2511,2426.02296916791,4094.8467956992,2473.98625291727,1.0165991902834,1.01977033373506,0.59971339861476,0.604170650661628
"bioprj_PRJNA473816_Acropora-palmata",2401,4210,2542,2344.4160800155,4108.2236133728,2500.30053958454,1.05872553102874,1.06649180616779,0.603800475059382,0.608608677347975
"bioprj_PRJNA473816_Acropora-prolifera",3072,4187,2511,3013.77640219575,4086.94937343934,2468.78306102494,0.8173828125,0.819165967065858,0.59971339861476,0.604064997004686
"bioprj_PRJNA477007_Paralichthys-dentatus",943,1941863972,1890,921.881954164004,2867.78718290696,1884.92138025777,2.00424178154825,2.04464505649976,9.73291655467204e-07,0.657273800333782
"bioprj_PRJNA480308_Rhizophora-mangle",20545,96963029577,20844,8978.75375469361,13469.6910457339,7823.70288656958,1.01455341932344,0.871357328680472,2.14968530695995e-07,0.580837590112912
"bioprj_PRJNA480409_Laguncularia-racemosa",21047,33197581626,2978,9103.81521534315,14299.4797581182,2922.14959626972,0.141492849337198,0.320980767639578,8.97053295492965e-08,0.204353560108419
"bioprj_PRJNA486197_Isocladus-armatus",1568,1641,769,1395.09097141419,1448.48874255528,657.453338512778,0.490433673469388,0.471261983615539,0.468616697135893,0.453889159920542
"bioprj_PRJNA493660_Pygoscelis-adeliae",6940,31303429040,7354,5749.81959112224,10133.6772354612,5961.1116753366,1.05965417867435,1.0367476024014,2.34926339558613e-07,0.588247635762134
"bioprj_PRJNA493660_Pygoscelis-antarcticus",6606,27116423649,4709,3637.14422517448,10495.5430509662,4320.0141000818,0.712836815016652,1.1877489130568,1.73658593808467e-07,0.411604628660363
"bioprj_PRJNA493660_Pygoscelis-papua",8035,24332333806,8021,7737.97676737509,8870.45524027001,7794.35350243526,0.998257622899813,1.00728572038338,3.29643677583534e-07,0.878686977309859
"bioprj_PRJNA508589_Orbicella-faveolata",2780,4190,121,2557.94083720723,4087.40628534126,118.521203667112,0.0435251798561151,0.046334614914907,0.0288782816229117,0.0289966779402788
"bioprj_PRJNA508986_Ctenolabrus-rupestris",3792,1315721839,3230,1793.57615021387,3976.55097818224,3045.59129423649,0.851793248945148,1.69805519206604,2.45492618899974e-06,0.765887652628231
"bioprj_PRJNA511386_Ostrea-lurida",2092,4630,2301,1885.2140726348,2939.32378287242,2154.53211646484,1.09990439770554,1.14285806993454,0.496976241900648,0.733002648098655
"bioprj_PRJNA521302_Leptopsammia-pruvoti",3502,20025,2076,1513.60171128066,14932.9090121469,957.314053332236,0.592804111936037,0.632474214449884,0.103670411985019,0.0641076733644817
"bioprj_PRJNA521889_Gadus-morhua",5711,40046352265,347,5283.03303694863,7237.16487302646,345.271459618779,0.0607599369637542,0.065354779575295,8.66495898811921e-09,0.0477081102443355
"bioprj_PRJNA523382_Acropora-cervicornis",2470,4187,1386,2426.02296916791,4094.8467956992,1355.92521776584,0.561133603238866,0.558908648021128,0.331024599952233,0.331129657693167
"bioprj_PRJNA523574_Eudyptes-chrysolophus",7844,13124,6993,7461.45315191326,12569.5357098461,6758.02721356151,0.891509433962264,0.905725342767665,0.532840597378848,0.537651299901851
"bioprj_PRJNA528403_Gadus-morhua",5711,40046352265,1798,5283.03303694863,7237.16487302646,1591.81358203034,0.314831027841009,0.301306762781431,4.48979719326754e-08,0.219949885066619
"bioprj_PRJNA533707_Larimichthys-polyactis",2259,2908,578,2134.49260097122,2657.04203083906,565.086699373095,0.255865427180168,0.264740528552769,0.198762035763411,0.212675107436915
"bioprj_PRJNA542967_Bartholomea-annulata",3248,4229,3153,3159.58248934578,4199.83690398865,3137.71404090635,0.970751231527094,0.993078690455725,0.745566327737054,0.747103783465118
"bioprj_PRJNA544154_Pygoscelis-adeliae",6940,31303429040,0,5749.81959112224,10133.6772354612,1.56514234521267,0,0.000272207209358231,0,0.000154449595033055
"bioprj_PRJNA544861_Montipora-capitata",8457.40000000001,10743,7,8296.83431171933,10582.9461188446,9.0049122772704,0.00082767753683165,0.00108534314883822,0.000651587079959043,0.000850888984612306
"bioprj_PRJNA544861_Porites-compressa",2257.6,2636,7,2207.69754313362,2584.4307572214,9.0049122772704,0.00310063784549964,0.00407887045273818,0.00265553869499241,0.00348429233482419
"bioprj_PRJNA549138_Sargassum-muticum",2198,2442,1536,1801.24873351916,1931.33574671931,1152.98696133448,0.698817106460419,0.640104245393055,0.628992628992629,0.596989396221251
"bioprj_PRJNA551577_Idotea-baltica",7854,2663627787,1504,6726.4218962158,9513.0948438585,1194.2664060127,0.191494779730074,0.177548542812127,5.64643456319372e-07,0.12553920943863
"bioprj_PRJNA553554_Istiblennius-lineatus",12408,19610,913,11978.6633623405,18845.6792130913,897.610211330165,0.0735815602836879,0.074934087734041,0.0465578786333503,0.0476294964580865
"bioprj_PRJNA553831_Acanthephyra-purpurea",8382,12581,3050,8127.19638353221,12523.2830062484,2532.15165045513,0.363874970174183,0.311565210308676,0.242429059693188,0.202195514482244
"bioprj_PRJNA553831_Robustosergia-robusta",10187,12764,3069,9822.48674853017,12702.8166607128,2538.78263304052,0.301266319819378,0.258466384128278,0.240441867753055,0.199859818562323
"bioprj_PRJNA553831_Systellaspis-debilis",21053,23702,3176,18505.8738961558,20010.0656273202,2613.3670600614,0.1508573599962,0.141218246418736,0.133997131043794,0.130602623136493
"bioprj_PRJNA554161_Penaeus-duorarum",2956,3392,2672,2462.30629801232,3304.44611024914,2625.71002921191,0.903924221921516,1.06636206524408,0.787735849056604,0.794599137528059
"bioprj_PRJNA558810_Gadus-macrocephalus",4295,4245784228,1982,4015.99705829601,10091.3759621615,1906.00450339193,0.461466821885914,0.474603062632881,4.66815997602787e-07,0.188874590594846
"bioprj_PRJNA559876_Pomacanthus-maculosus",7182,8173,5287,5838.53409255562,7038.6451290567,3489.06301020586,0.736145920356447,0.597592298836547,0.646886088339655,0.495700940483905
"bioprj_PRJNA560239_Sebastes-diaconus",1597,1932,52,1565.55551302737,1923.48126227756,54.7049712974863,0.0325610519724483,0.0349428498972236,0.0269151138716356,0.0284406052558635
"bioprj_PRJNA560242_Gadus-morhua",5711,40046352265,1444,5283.03303694863,7237.16487302646,1393.3251899196,0.252845386097006,0.263735846468292,3.60582155009918e-08,0.192523621385584
"bioprj_PRJNA563695_Amphiprion-clarkii",9297,19125,31,8484.87256688373,17963.1062953652,27.9288127581603,0.00333440894912337,0.00329160073271646,0.00162091503267974,0.00155478747934406
"bioprj_PRJNA564121_Galaxias-maculatus",10930,2933219926,4299140713,10622.7255451003,14538.5746426697,1626.07463869166,393334.008508692,0.153075087159875,1.46567281740196,0.111845533599921
"bioprj_PRJNA564451_Uria-aalge",12468,87916286515,5687,8582.2031545004,14055.342972687,5479.59346903326,0.456127686878409,0.638483309050989,6.46865356287507e-08,0.389858396175849
"bioprj_PRJNA564451_Uria-lomvia",3704742834.4,98016330780,5435,7786.50134125452,12373.8353994968,4704.25353750712,1.46703839994881e-06,0.604154976842167,5.54499434609421e-08,0.380177478172888
"bioprj_PRJNA564770_Mytilus-galloprovincialis",5090,7521,3752,3209.20289638747,5483.72898023916,3156.22316116936,0.73713163064833,0.983491310169967,0.498869831139476,0.575561478793525
"bioprj_PRJNA564823_Delphinapterus-leucas",7303,35839236281,358068963,5690.76830117174,10146.5265771352,554.253108623881,49030.3933999726,0.0973951282658545,0.00999097637551581,0.0546249107426448
"bioprj_PRJNA573759_Cranchia-scabra",21111,23347,2935,17754.5533163772,20007.9095987311,2377.86807022706,0.139027047510776,0.133930041936547,0.125712082922859,0.118846402143774
"bioprj_PRJNA573759_Pyroteuthis-margaritifera",21659,24106,2935,18728.0992710284,19976.7996963942,2344.15606974566,0.135509487972667,0.125167857977557,0.121753920185846,0.117343924220694
"bioprj_PRJNA573759_Vampyroteuthis-infernalis",21046,23541,2968,17612.5929643652,19742.1298404295,2465.4589100267,0.141024422693148,0.139982733661929,0.126077906630984,0.124883127096942
"bioprj_PRJNA576132_Galaxea-fascicularis",15428,19802,5167,15086.1344591705,18386.7070478404,4936.04283947439,0.334910552242676,0.327190696386369,0.260933239066761,0.268457142795133
"bioprj_PRJNA576132_Galaxea-horrescens",5663,7246,1321,5482.95932492514,7111.59023483032,1295.00089357947,0.233268585555359,0.23618648558863,0.182307479988959,0.182097231535778
"bioprj_PRJNA576675_Eukrohnia-hamata",19881,1726289692,4198,18502.3750119466,20026.1582001418,3951.86700654869,0.211156380463759,0.213587012694157,2.43180505534757e-06,0.197335253574533
"bioprj_PRJNA590458_Dascyllus-trimaculatus",16722,22233,11965,16283.677914473,19968.3849180578,10884.2212143988,0.715524458796795,0.668412951396247,0.538163990464625,0.545072686602509
"bioprj_PRJNA593014_Acropora-millepora",7476,16759,247,6940.75211670539,16404.3676503893,244.917944644204,0.0330390583199572,0.0352869459283413,0.0147383495435288,0.0149300448431727
"bioprj_PRJNA595396_Bathygobius-cocosensis",18860,35872127405,1492,18675.6784708478,19916.4152830339,1381.11680330396,0.0791092258748674,0.0739526976468265,4.159218055721e-08,0.0693456519999601
"bioprj_PRJNA600652_Paralichthys-dentatus",943,1941863972,871,921.881954164004,2867.78718290696,812.805517179642,0.923647932131495,0.881680689711215,4.48538112122717e-07,0.28342602338983
"bioprj_PRJNA629489_Fucus-vesiculosus",257423443,67184921044,120,6039.83332458512,8944.46517905223,90.7076252520383,4.66158010325423e-07,0.0150182331824975,1.78611507069289e-09,0.0101412016745813
"bioprj_PRJNA631144_Mallotus-villosus",10167,38560019235,3462,7049.3845529471,10413.5186151918,2746.22022451201,0.340513425789318,0.389568791982545,8.97821128900689e-08,0.263716840195175
"bioprj_PRJNA632874_Anthopleura-elegantissima",2184,5109101258,2757,1887.27464734004,3880.30942456594,2521.93173427318,1.26236263736264,1.33628231472703,5.39625241461597e-07,0.649930574687427
"bioprj_PRJNA640135_Paracirrhites-forsteri",17977,22252,320,16264.7981783112,19904.5751084577,313.070170416607,0.0178005228903599,0.0192483280139363,0.0143807298220385,0.0157285532954471
"bioprj_PRJNA643849_Isocladus-armatus",1568,1641,933,1395.09097141419,1448.48874255528,659.376620165051,0.595025510204082,0.472640590238104,0.568555758683729,0.455216944939347
"bioprj_PRJNA646172_Bathyraja-aleutica",3444,8206,913,3312.90440506924,8040.24750514864,885.075079785931,0.265098722415796,0.267159860825333,0.111260053619303,0.110080576402551
"bioprj_PRJNA646172_Bathyraja-panthera",718.85,1084,378,695.950519854625,1049.08462612498,354.080212514804,0.525839883146692,0.508772107230793,0.348708487084871,0.337513489090652
"bioprj_PRJNA646172_Bathyraja-parmifera",3032,8454,1526,2802.34598372525,8039.72383945255,1476.8540219325,0.503298153034301,0.527006312036201,0.18050626922167,0.1836946207885
"bioprj_PRJNA655996_Strombus-pugilis",17903,4115749589,48,7185.16059742404,8545.19336138712,41.7826013358991,0.00268111489694465,0.00581512420903698,1.16625171094684e-08,0.0048896027940925
"bioprj_PRJNA659918_Phocoena-phocoena",14090,41436800259,3319,8647.64917649731,13958.734029164,3292.85241709855,0.23555713271824,0.380780065182096,8.00978835058366e-08,0.235899072954524
"bioprj_PRJNA659918_Phocoena-sinus",133,4435636366,45,125.390986614685,241.622108440924,51.9122656524929,0.338345864661654,0.414003167644056,1.01451057496357e-08,0.214848988726482
