"","x","y","run_acc_sra","x.orig","y.orig","initial.end.lon","initial.end.lat","end.lon","end.lat","total_dist_moved_km","wiggle_dist_moved_km"
"1",-114.295473,27.13609602,"SRR11797070",-114.295473,27.13609602,NA,NA,NA,NA,NA,NA
"2",-114.29551,27.13617297,"SRR11797071",-114.29551,27.13617297,NA,NA,NA,NA,NA,NA
"3",-114.295242,27.13667798,"SRR11797072",-114.295242,27.13667798,NA,NA,NA,NA,NA,NA
"4",-114.295643,27.133388,"SRR11797073",-114.295643,27.133388,NA,NA,NA,NA,NA,NA
"5",-114.295948,27.13417003,"SRR11797074",-114.295948,27.13417003,NA,NA,NA,NA,NA,NA
"6",-114.295857,27.134841,"SRR11797075",-114.295857,27.134841,NA,NA,NA,NA,NA,NA
"7",-114.295818,27.13552304,"SRR11797076",-114.295818,27.13552304,NA,NA,NA,NA,NA,NA
"8",-123.122800518615,38.314190440904,"SRR11797077",-123.069483333333,38.3155833333333,-123.065921654384,38.3171875780699,-123.122800518615,38.314190440904,4.6654458561014,4.98542987736797
"9",-123.122800518615,38.314190440904,"SRR11797078",-123.069316666667,38.3157666666667,-123.065981034323,38.3172692231135,-123.122800518615,38.314190440904,4.6807244250886,4.98085925851653
"10",-123.122800518615,38.314190440904,"SRR11797079",-123.069566666667,38.3153833333333,-123.06583263097,38.3170651740306,-123.122800518615,38.314190440904,4.6574842660614,4.99231534852375
"11",-121.49305,35.9848333333333,"SRR11797080",-121.49305,35.9848333333333,NA,NA,NA,NA,NA,NA
"12",-123.122800518615,38.314190440904,"SRR11797081",-123.069416666667,38.3156833333333,-123.06596001721,38.3172403254469,-123.122800518615,38.314190440904,4.67165040275025,4.98247497167964
"13",-123.122800518615,38.314190440904,"SRR11797082",-123.0693,38.31585,-123.066022616007,38.3173263961393,-123.122800518615,38.314190440904,4.68253310977361,4.97766917069917
"14",-123.122800518615,38.314190440904,"SRR11797083",-123.069633333333,38.31545,-123.065885604304,38.3171380105456,-123.122800518615,38.314190440904,4.65187065530176,4.98821337200235
"15",-123.122800518615,38.314190440904,"SRR11797084",-123.06945,38.3156333333333,-123.065940834053,38.3172139493712,-123.122800518615,38.314190440904,4.66854495291109,4.9839516352277
"16",-123.122800518615,38.314190440904,"SRR11797085",-123.069616666667,38.31555,-123.065936283847,38.3172076930166,-123.122800518615,38.314190440904,4.65367114343284,4.98430216797117
"17",-124.16451793899,44.2739759414208,"SRR11797086",-124.110316666667,44.2709833333333,-124.16451793899,44.2739759414208,-124.16451793899,44.2739759414208,4.34008521914288,0
"18",-124.16451793899,44.2739759414208,"SRR11797087",-124.110316666667,44.2709833333333,-124.16451793899,44.2739759414208,-124.16451793899,44.2739759414208,4.34008521914288,0
"19",-124.16451793899,44.2739759414208,"SRR11797088",-124.110316666667,44.2709833333333,-124.16451793899,44.2739759414208,-124.16451793899,44.2739759414208,4.34008521914288,0
"20",-124.164513185683,44.2740202522782,"SRR11797089",-124.110716666667,44.27105,-124.164513185683,44.2740202522782,-124.164513185683,44.2740202522782,4.30767110991176,0
"21",-124.164513185683,44.2740202522782,"SRR11797090",-124.110716666667,44.27105,-124.164513185683,44.2740202522782,-124.164513185683,44.2740202522782,4.30767110991176,0
"22",-117.291289984576,32.8527670510827,"SRR11797091",-117.276733333333,32.8483,-117.291289984576,32.8527670510827,-117.291289984576,32.8527670510827,1.44991466388191,0
"23",-124.174333953974,41.033607668805,"SRR11797092",-124.12095,41.04075,-124.174333953974,41.033607668805,-124.174333953974,41.033607668805,4.55848015382853,0
"24",-124.174322598786,41.0335592324165,"SRR11797093",-124.12095,41.0407,-124.174322598786,41.0335592324165,-124.174322598786,41.0335592324165,4.55751296229463,0
"25",-124.174318221432,41.0335405604734,"SRR11797094",-124.120933,41.040683,-124.174318221432,41.0335405604734,-124.174318221432,41.0335405604734,4.55859168350441,0
