"","x","y","run_acc_sra","x.orig","y.orig","initial.end.lon","initial.end.lat","end.lon","end.lat","total_dist_moved_km","wiggle_dist_moved_km"
"1280",-2.83385812187441,54.1139816093503,"fakethinnedgbif2150",-1.96507528320733,53.9341161934138,-2.83385812187441,54.1139816093503,-2.83385812187441,54.1139816093503,60.3546963317952,0
"1281",-2.83385812187441,54.1139816093503,"fakethinnedgbif2151",-1.96507528320733,54.017549524847,-2.83385812187441,54.1139816093503,-2.83385812187441,54.1139816093503,57.8845351781679,0
"1282",-2.83230744711552,54.1200444609115,"fakethinnedgbif2152",-1.96507528320733,54.1009828562803,-2.83230744711552,54.1200444609115,-2.83230744711552,54.1200444609115,56.7577976497189,0
"1283",-2.83385812187441,54.1251745660787,"fakethinnedgbif2153",-1.96507528320733,54.2678495191468,-2.83385812187441,54.1251745660787,-2.83385812187441,54.1251745660787,58.8837882769647,0
"1284",-1.10020374143357,54.6535753982957,"fakethinnedgbif2154",-1.96507528320733,54.4347161820133,-1.16688275606592,54.6583390673795,-1.10020374143357,54.6535753982957,61.0438532425838,4.33603073823394
"1285",-1.10020374143357,54.6535753982957,"fakethinnedgbif2155",-1.96507528320733,54.5181495134465,-1.16688275606592,54.6583390673795,-1.10020374143357,54.6535753982957,57.9112051717208,4.33603073823394
"1286",-1.23356177069826,54.7869581326417,"fakethinnedgbif2156",-1.96507528320733,54.6015828448798,-1.2452248647949,54.7768732887292,-1.23356177069826,54.7869581326417,51.4838544676404,1.35035242326591
"1287",-1.3002407853306,54.8506854390516,"fakethinnedgbif2157",-1.96507528320733,54.685016176313,-1.3002407853306,54.8506854390516,-1.3002407853306,54.8506854390516,46.5954235886446,0
"1288",-1.3002407853306,54.8536494998148,"fakethinnedgbif2158",-1.96507528320733,54.7684495077463,-1.30534352700121,54.8620720118881,-1.3002407853306,54.8536494998148,43.7844593459918,0.993224728484204
"1289",-1.3002407853306,54.9203408669878,"fakethinnedgbif2159",-1.96507528320733,54.8518828391795,-1.32970360574954,54.9203408669878,-1.3002407853306,54.9203408669878,43.3408630790205,1.88917393004315
"1290",-12.0073962775183,57.2714494507437,"fakethinnedgbif216",-12.0073962775183,57.2714494507437,NA,NA,NA,NA,NA,NA
"1291",-1.43359881459529,55.1204149685069,"fakethinnedgbif2160",-1.96507528320733,54.9353161706128,-1.47661598671003,55.1191495698102,-1.43359881459529,55.1204149685069,39.7461782703414,2.74824171471916
"1292",-1.43359881459529,55.1204149685069,"fakethinnedgbif2161",-1.96507528320733,55.018749502046,-1.47805149101685,55.1204149685069,-1.43359881459529,55.1204149685069,35.7889778290395,2.83617364651062
"1293",-1.49256897988212,55.1600368053398,"fakethinnedgbif2162",-1.96507528320733,55.1021828334793,-1.49256897988212,55.1600368053398,-1.49256897988212,55.1600368053398,30.8192747303056,0
"1294",-1.50027782922763,55.2537977028529,"fakethinnedgbif2163",-1.96507528320733,55.1856161649125,-1.53866877704625,55.2537977028529,-1.50027782922763,55.2537977028529,30.5397080131089,2.44125380804138
"1295",-1.50027782922763,55.320489070026,"fakethinnedgbif2164",-1.96507528320733,55.2690494963458,-1.54955995217705,55.3010403071768,-1.50027782922763,55.320489070026,30.0759214483431,3.80538207405419
"1296",-1.56695684385997,55.387180437199,"fakethinnedgbif2165",-1.96507528320733,55.352482827779,-1.57585961741967,55.3846910427957,-1.56695684385997,55.387180437199,25.5361000509422,0.628632707850021
"1297",-1.56695684385997,55.453871804372,"fakethinnedgbif2166",-1.96507528320733,55.4359161592122,-1.57336044587565,55.4265518616155,-1.56695684385997,55.453871804372,25.2736150683866,3.06847889345748
"1298",-1.76699388775697,55.6539459058911,"fakethinnedgbif2167",-1.96507528320733,55.5193494906455,-1.77069827745877,55.6539459058911,-1.76699388775697,55.6539459058911,19.5081483430514,0.233187170427034
"1299",-1.76699388775697,55.6539459058911,"fakethinnedgbif2168",-1.96507528320733,55.6027828220787,-1.81075142326345,55.6797125757963,-1.76699388775697,55.6539459058911,13.7159079011676,3.97643738237466
"1300",-1.90035191702165,55.7206372730641,"fakethinnedgbif2169",-1.96507528320733,55.686216153512,-1.90416214642921,55.7206372730641,-1.90035191702165,55.7206372730641,5.58969088921207,0.239441808360172
"1301",-11.7842335887558,57.8554827707764,"fakethinnedgbif217",-11.7842335887558,57.8554827707764,NA,NA,NA,NA,NA,NA
"1302",-1.96507528320733,55.7696494849452,"fakethinnedgbif2170",-1.96507528320733,55.7696494849452,NA,NA,NA,NA,NA,NA
"1303",-1.96507528320733,57.1880161193105,"fakethinnedgbif2171",-1.96507528320733,57.1880161193105,NA,NA,NA,NA,NA,NA
"1304",-1.93889703103706,57.3350737035386,"fakethinnedgbif2172",-1.96507528320733,57.354882782177,-1.93889703103706,57.3350737035386,-1.93889703103706,57.3350737035386,2.71127380358231,0
"1305",-1.83367290238931,57.3879214523898,"fakethinnedgbif2173",-1.96507528320733,57.4383161136102,-1.84408510177275,57.398780968586,-1.83367290238931,57.3879214523898,9.68808689791059,1.36184305475413
"1306",-1.83367290238931,57.6546869210819,"fakethinnedgbif2174",-1.96507528320733,57.6051827764767,-1.86143715046841,57.6406143780058,-1.83367290238931,57.6546869210819,9.59281523179031,2.28142777404211
"1307",-1.96507528320733,57.6886161079099,"fakethinnedgbif2175",-1.96507528320733,57.6886161079099,NA,NA,NA,NA,NA,NA
"1308",-0.366734580477839,39.3145609484995,"fakethinnedgbif2176",-1.74191259444486,39.5001498554619,-0.368586775328737,39.3145609484995,-0.366734580477839,39.3145609484995,120.218207776483,0.159736047479013
"1309",-0.366734580477839,39.3145609484995,"fakethinnedgbif2177",-1.74191259444486,39.5835831868951,-0.368586775328737,39.3145609484995,-0.366734580477839,39.3145609484995,122.07866180674,0.159736047479013
"1310",-2.16706797555102,43.3827343460541,"fakethinnedgbif2178",-1.74191259444486,42.1700164613258,-2.16706797555102,43.3305061669427,-2.16706797555102,43.3827343460541,139.139863965266,5.80259123696877
"1311",-1.96703093165399,43.3630549262326,"fakethinnedgbif2179",-1.74191259444486,42.3368831241923,-1.96703093165399,43.3630549262326,-1.96703093165399,43.3630549262326,115.473725467854,0
"1312",-11.3379082112309,38.4155165468297,"fakethinnedgbif218",-11.3379082112309,38.4155165468297,NA,NA,NA,NA,NA,NA
