"","run_acc_sra","x.orig","y.orig","initial.end.lon","initial.end.lat","end.lon","end.lat","total_dist_moved_km","wiggle_dist_moved_km","x","y"
"1","SRR3170792",-2.07591,44.640544,NA,NA,NA,NA,NA,NA,-2.07591,44.640544
"2","SRR3170793",-2.07591,44.640544,NA,NA,NA,NA,NA,NA,-2.07591,44.640544
"3","SRR3170794",-2.07591,44.640544,NA,NA,NA,NA,NA,NA,-2.07591,44.640544
"4","SRR3170795",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"5","SRR3170796",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"6","SRR3170797",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"7","SRR3170798",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"8","SRR3170799",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"9","SRR3170800",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"10","SRR3170801",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"11","SRR3170802",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"12","SRR3170803",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"13","SRR3170804",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"14","SRR3170805",-2.07591,44.640544,NA,NA,NA,NA,NA,NA,-2.07591,44.640544
"15","SRR3170806",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"16","SRR3170807",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"17","SRR3170808",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"18","SRR3170809",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"19","SRR3170810",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"20","SRR3170811",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"21","SRR3170812",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"22","SRR3170813",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"23","SRR3170814",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"24","SRR3170815",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"25","SRR3170816",-2.07591,44.640544,NA,NA,NA,NA,NA,NA,-2.07591,44.640544
"26","SRR3170817",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"27","SRR3170818",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"28","SRR3170819",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"29","SRR3170820",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"30","SRR3170821",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"31","SRR3170822",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"32","SRR3170823",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"33","SRR3170824",4.02524,43.57334,4.02763960712222,43.5695483093136,4.03408038525654,43.5161170804002,6.39773785604811,5.95922305016489,4.03408038525654,43.5161170804002
"34","SRR3170825",-2.07591,44.640544,NA,NA,NA,NA,NA,NA,-2.07591,44.640544
"35","SRR3170826",-2.07591,44.640544,NA,NA,NA,NA,NA,NA,-2.07591,44.640544
