"","run_acc_sra","x.orig","y.orig","initial.end.lon","initial.end.lat","end.lon","end.lat","total_dist_moved_km","wiggle_dist_moved_km","x","y"
"1","SRR6338890",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"2","SRR6338891",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"3","SRR6338892",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"4","SRR6338893",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"5","SRR6338894",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"6","SRR6338895",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"7","SRR6338896",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"8","SRR6338897",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"9","SRR6338898",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"10","SRR6338899",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"11","SRR6338900",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"12","SRR6338901",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"13","SRR6338902",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"14","SRR6338903",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"15","SRR6338904",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"16","SRR6338905",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"17","SRR6338906",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"18","SRR6338907",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"19","SRR6338908",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"20","SRR6338909",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"21","SRR6338910",-5.550311,54.380705,-5.49259433420723,54.3602255260707,-5.50101870716799,54.3201185624305,7.46691509927898,4.49789130423944,-5.50101870716799,54.3201185624305
"22","SRR6338911",-5.550311,54.380705,-5.49259433420723,54.3602255260707,-5.50101870716799,54.3201185624305,7.46691509927898,4.49789130423944,-5.50101870716799,54.3201185624305
"23","SRR6338912",-5.550311,54.380705,-5.49259433420723,54.3602255260707,-5.50101870716799,54.3201185624305,7.46691509927898,4.49789130423944,-5.50101870716799,54.3201185624305
"24","SRR6338913",-5.550311,54.380705,-5.49259433420723,54.3602255260707,-5.50101870716799,54.3201185624305,7.46691509927898,4.49789130423944,-5.50101870716799,54.3201185624305
"25","SRR6338914",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"26","SRR6338915",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"27","SRR6338916",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"28","SRR6338917",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"29","SRR6338918",-5.646843,54.48916,-5.44983082695162,54.4962194917612,-5.43433969253564,54.5201926639496,14.192722350509,2.85099681165489,-5.43433969253564,54.5201926639496
"30","SRR6338919",-5.646843,54.48916,-5.44983082695162,54.4962194917612,-5.43433969253564,54.5201926639496,14.192722350509,2.85099681165489,-5.43433969253564,54.5201926639496
"31","SRR6338920",-5.550311,54.380705,-5.49259433420723,54.3602255260707,-5.50101870716799,54.3201185624305,7.46691509927898,4.49789130423944,-5.50101870716799,54.3201185624305
"32","SRR6338921",-5.550311,54.380705,-5.49259433420723,54.3602255260707,-5.50101870716799,54.3201185624305,7.46691509927898,4.49789130423944,-5.50101870716799,54.3201185624305
"33","SRR6338922",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"34","SRR6338923",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"35","SRR6338924",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"36","SRR6338925",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"37","SRR6338926",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"38","SRR6338927",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"39","SRR6338928",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"40","SRR6338929",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"41","SRR6338930",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"42","SRR6338931",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"43","SRR6338932",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"44","SRR6338933",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"45","SRR6338934",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"46","SRR6338935",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"47","SRR6338936",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"48","SRR6338937",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"49","SRR6338938",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"50","SRR6338939",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"51","SRR6338940",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"52","SRR6338941",-67.59666667,44.47888889,NA,NA,NA,NA,NA,NA,-67.59666667,44.47888889
"53","SRR6338942",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"54","SRR6338943",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"55","SRR6338944",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"56","SRR6338945",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"57","SRR6338946",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"58","SRR6338947",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"59","SRR6338948",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"60","SRR6338949",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
"61","SRR6338950",-69.56888889,43.94277778,-69.5709135154216,43.8910782210872,-69.5795517688461,43.8495739162653,10.3913790611705,4.66355575737586,-69.5795517688461,43.8495739162653
