"","x","y","run_acc_sra","x.orig","y.orig","initial.end.lon","initial.end.lat","end.lon","end.lat","total_dist_moved_km","wiggle_dist_moved_km"
"1",-85.1157621781811,55.320489070026,"fakethinnedgbif1",-98.8681543255764,51.0099565265348,-91.5365164241365,47.0507595405706,-85.1157621781811,55.320489070026,1034.87277248453,1022.67915741733
"2",-76.9142433784034,34.6461652463876,"fakethinnedgbif10",-76.9434194408635,34.6821850851797,-76.94756193161,34.704527583666,-76.9142433784034,34.6461652463876,4.80817695551949,7.15839100388737
"3",-71.3798851639192,41.728788440163,"fakethinnedgbif100",-71.4622357196852,41.8406661604536,-71.3798851639192,41.728788440163,-71.3798851639192,41.728788440163,14.1871804988417,0
"4",-5.46878371669921,51.89471261449,"fakethinnedgbif1000",-5.46878371669921,51.89471261449,NA,NA,NA,NA,NA,NA
"5",-5.46878371669921,54.3076837634587,"fakethinnedgbif1001",-5.46878371669921,54.3076837634587,NA,NA,NA,NA,NA,NA
"6",-5.43433969253564,54.3868099296036,"fakethinnedgbif1002",-5.46878371669921,54.388116135091,-5.46464066024255,54.3877038273516,-5.43433969253564,54.3868099296036,2.24237749926645,1.97102774541612
"7",-5.43433969253564,54.4535012967766,"fakethinnedgbif1003",-5.46878371669921,54.4685485067233,-5.44706988515197,54.4692898995269,-5.43433969253564,54.4535012967766,2.7919051693894,1.94172654213872
"8",-5.43433969253564,54.5201926639496,"fakethinnedgbif1004",-5.46878371669921,54.5489808783556,-5.46476199132387,54.5495528496445,-5.43433969253564,54.5201926639496,3.90392875204002,3.81570302597318
"9",-5.46878371669921,54.6294132499879,"fakethinnedgbif1005",-5.46878371669921,54.6294132499879,NA,NA,NA,NA,NA,NA
"10",-5.46878371669921,54.7098456216202,"fakethinnedgbif1006",-5.46878371669921,54.7098456216202,NA,NA,NA,NA,NA,NA
"11",-5.46878371669921,55.3533045946785,"fakethinnedgbif1007",-5.46878371669921,55.3533045946785,NA,NA,NA,NA,NA,NA
"12",-5.43433969253564,55.520563171545,"fakethinnedgbif1008",-5.46878371669921,55.5141693379431,-5.46757448657255,55.5138407171361,-5.43433969253564,55.520563171545,2.28924297777817,2.22879877686731
"13",-5.43433969253564,55.587254538718,"fakethinnedgbif1009",-5.46878371669921,55.5946017095754,-5.44819659580049,55.5937155464687,-5.43433969253564,55.587254538718,2.32064051840781,1.1317125809205
"14",-71.2429883708381,41.4385043022921,"fakethinnedgbif101",-71.2429883708381,41.4385043022921,NA,NA,NA,NA,NA,NA
"15",-5.43433969253564,55.6682369131425,"fakethinnedgbif1010",-5.46878371669921,55.6750340812077,-5.43433969253564,55.6682369131425,-5.43433969253564,55.6682369131425,2.29556345595913,0
"16",-5.30098166327096,55.8540200074102,"fakethinnedgbif1011",-5.46878371669921,55.8358988244722,-5.30296028117182,55.8333101561072,-5.30098166327096,55.8540200074102,10.7033455944542,2.30915889918304
"17",-5.3676606779033,55.9874027417562,"fakethinnedgbif1012",-5.46878371669921,55.9163311961045,-5.3676606779033,55.9429418303075,-5.3676606779033,55.9874027417562,10.1254898522862,4.95036530790924
"18",-5.3676606779033,55.9874027417562,"fakethinnedgbif1013",-5.46878371669921,55.9967635677368,-5.36984687510436,55.9874027417562,-5.3676606779033,55.9874027417562,6.3960998349094,0.136446709125506
"19",-5.63437673643264,56.114116339385,"fakethinnedgbif1014",-5.46878371669921,56.0771959393691,-5.63437673643264,56.114116339385,-5.63437673643264,56.114116339385,11.0958358287389,0
"20",-5.63311591332328,56.152646294762,"fakethinnedgbif1015",-5.46878371669921,56.1576283110014,-5.63311591332328,56.152646294762,-5.63311591332328,56.152646294762,10.2270416263164,0
"21",-5.63437673643264,56.1207854761023,"fakethinnedgbif1016",-5.46878371669921,56.2380606826337,-5.63437673643264,56.165246387551,-5.63437673643264,56.1207854761023,16.6214035061005,4.95050847014518
"22",-5.67724181726772,56.3208595776213,"fakethinnedgbif1017",-5.46878371669921,56.318493054266,-5.67724181726772,56.3208595776213,-5.67724181726772,56.3208595776213,12.9013475816634,0
"23",-5.54547138358955,56.4542423119674,"fakethinnedgbif1018",-5.46878371669921,56.3989254258983,-5.54547138358955,56.4542423119674,-5.54547138358955,56.4542423119674,7.76729512299009,0
"24",-5.54547138358955,56.4542423119674,"fakethinnedgbif1019",-5.46878371669921,56.4793577975306,-5.54547138358955,56.4542423119674,-5.54547138358955,56.4542423119674,5.49224534692317,0
"25",-71.2465271346546,41.4486846980363,"fakethinnedgbif102",-71.2429883708381,41.5189366739244,-71.2465271346546,41.4923790420463,-71.2465271346546,41.4486846980363,7.80808409452653,4.85287186254696
"26",-5.54547138358955,56.4542423119674,"fakethinnedgbif1020",-5.46878371669921,56.5597901691629,-5.54547138358955,56.4542423119674,-5.54547138358955,56.4542423119674,12.6660111330859,0
"27",-5.56769772180033,56.4581653335658,"fakethinnedgbif1021",-5.46878371669921,56.6402225407952,-5.56769772180033,56.4581653335658,-5.56769772180033,56.4581653335658,21.165685443062,0
"28",-5.87481705248578,56.8481632546516,"fakethinnedgbif1022",-5.46878371669921,56.7206549124274,-5.87481705248578,56.8481632546516,-5.87481705248578,56.8481632546516,28.5925631666794,0
"29",-5.83021014847806,57.0239358596596,"fakethinnedgbif1023",-5.46878371669921,56.9619520273243,-5.83021014847806,57.0239358596596,-5.83021014847806,57.0239358596596,23.0275659286167,0
"30",-5.76413049463612,57.3212300852168,"fakethinnedgbif1024",-5.46878371669921,57.2032491422212,-5.76413049463612,57.3212300852168,-5.76413049463612,57.3212300852168,22.1419754619359,0
